Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
SPL2000001;pend. implantação;29/01/2016;26/08/2016;0;OSO - 0122/2016/DC/4600;14789;"22/08/2016 - Aguardando RFC previsto para até 26/08.
15/08/2016 - RFC previsto para 17/08/2016.
01/08/2016 - Instalação do CPE Telebras no cliente agendado para 01/08, previsto RFC para esta semana ainda, handover após aceite do CPE.
25/07/2016 - Será até 27/07 CPE Telebras, até sexta feira 29/07 será realizado o handover.
18/07/2016 -  PLM concluído -  SP: Em obra na ponta Telebras, previsto conclusão da instalação do SWT agregador do fornecedor de EILD para 19/07, fornecedor teve imprevistos com inversor de alimentação do SWT, equipe de operações irá acompanhar a instalação já com o equipamento de testes para realizar a ativação do ccto.
15/07/2016 -  PLM concluído - SP: Em obra na ponta Telebras, previsto conclusão da instalação do SWT agregador do fornecedor de EILD para 15/07, fornecedor teve imprevistos com inversor de alimentação do SWT, equipe de operações irá acompanhar a instalação já com o equipamento de testes para realizar a ativação do ccto.
12/07/2016 - PLM: concluído - SP: Aguardando Americanet instalar SWT agregador, previsto para 13/07.
07/07/2016 - PLM: concluído - SP: Em obra na ponta Telebras, previsto handover do equipamento para operação no dia 12/07.
05/07/2016 - Acesso concluído, aguardo instalação de SWT agregador no POP de Barueri, previsto para 12/07, previsto instalação do CPE Telebras no cliente para 13/07. - PLM acesso concluído, CPE Telebras instalado.
27/06/2016 - SPO: Ponta cliente em obra, previsto conclusão para 28/06 - PLM: Concluído - Previsto handover para até 29/06.
20/06/2016 - SPO: Eng. Filipe do escritório de SP irá no SERPRO para se reuniu com o responsável e entender as dificuldades para início de obra - Pota Telebras, FO lançada até a caixa de EO, previsto fusões e instalação do EDD americanet para até 24/06. - PLM: Equipamento instalado, em testes.
13/06/2016: SPO: Em obra, previsto conclusão para 20/06 - PLM: acesso concluído nas duas pontas, pendente instalação de SFP do fornecedor de EILD, agendado para 14/06, CPE Telebras enviado em 13/06, agendado instalação para 17/06.
08/06/2016 - SPO: Em mobilização para início de obra, previsto para 09/06 - PLM: O fornecedor já finalizou a passagem de fibra na área externa. Na ponta cliente, já ocorreu a fusão. Na ponta Telebras, fusão está agendada para 10/06 (RDM).
06/06/2016 - SPO: Em mobilização para início de obra, previsto para 06/06 conclusão até 13/06 - PLM: Ponta Cliente, aguardando SERPRO autorizar lançamento interno - PONTA Telebras, previsto fusão de FO para 10/06.

02/06/2016 - SPO: PPI foi aprovado pelo SERPRO. Pendência comercial a ser repassada, pois o Anderson Coimbra ainda não teve ciência da solução desta pendência, PLM: PPI enviado para aprovação pelo SERPRO. Aguardando resposta do Lusimar quanto a esta aprovação. O fornecedor já finalizou a passagem de fibra na área externa.

01/06/2016 - SPO: Em mobilização para início de obra no dia 03/06 - PLM: Aguardando Serpro aprovar PPI, enviado em 01/06.
30/05/2016 - SPO: Recebido o PPI e enviado para fornecedor (Americanet) para fazer as correções - PLM: Recebido o PPI e enviado para fornecedor (Expnet) para fazer as correções.
23/05/2016 - SPO: Recebido o PPI e enviado para fornecedor (Americanet) para fazer as correções - PLM: Recebido o PPI e enviado para fornecedor (Expnet) para fazer as correções.
16/05/2016 - SPO: Aguardando PPI do fornecedor de EILD - PLM: Vistoria agendada para 16/05.
09/05/2016 - SPO: Aguardando PPI do fornecedor de EILD - PLM: Em fechamento de contrato com fornecedor de EILD. (EXP NET)
02/05/2016 - SPO: Aguardando PPI do fornecedor de EILD - PLM: Em fechamento de contrato com fornecedor de EILD.
25/04/2016 - SPO: Aguardando PPI do fornecedor de EILD - PLM: Em contratação do fornecedor de EILD.
18/04/2016 - SP: Vistoria agendada para 19 e 19/04 - PLM: Em contratação do fornecedor de EILD.
11/04/2016 -  (SPO x PLM) SPO: Em contratação do fornecedor de EILD - PLM: Em contratação do fornecedor de EILD.
04/04/2016 -  (SPO x PLM) SPO: Em contratação do fornecedor de EILD - PLM: Em contratação do fornecedor de EILD.
29/03/2016 -  (SPO x PLM) SPO: Em contratação do fornecedor de EILD - PLM: Em contratação do fornecedor de EILD.
23/03/2016 - OS e VTA enviadas para engenharia
21/03/2016 -  (SPO x PLM) SPO: Em contratação do fornecedor de EILD - PLM: Em contratação do fornecedor de EILD
14/03/2016 - (SPO x PLM) SPO: Em contratação do fornecedor de EILD - PLM: Em contratação do fornecedor de EILD
10/03/2016 - (SPO x PLM) SPO: Em contratação do fornecedor de EILD - PLM: Em contratação do fornecedor de EILD
05/02 - Enviado OS e VT para engenharia"
SPL2000017;em ativação;26/08/2016;00/00/0000;0;;;"26/08/2016 - Em configuração

26/08/2016 - Realizado handover para operação."
SPL2000017;pend. cliente;01/03/2016;07/03/2016;0;;;"07/03/2016 - Em contratação do fornecedor de EILD
01/03/2016 - Aguardando OS definitiva para contratar EILD"
SPL2000017;pend. implantação;07/03/2016;26/08/2016;0;;;"22/08/2016 - Aguardando RFC previsto para até 26/08.
15/08/2016 - Previsto RFC para 17/08, handover após aceite do CPE.
01/08/2016 - Instalação do CPE Telebras no cliente agendado para 01/08, previsto RFC para esta semana ainda, handover após aceite do CPE.
25/07/2016 - Ponta Campo Grande ok. São Paulo falta CPE Telebras será instalado dia 27/07. Previsão final 29/07.
18/07/2016 - CPE concluído - SP: Em obra na ponta Telebras, previsto conclusão da instalação do SWT agregador do fornecedor de EILD para 19/07, fornecedor teve imprevistos com inversor de alimentação do SWT, equipe de operações irá acompanhar a instalação já com o equipamento de testes para realizar a ativação do ccto.
15/07/2016 - CPE concluído - SP: Em obra na ponta Telebras, previsto conclusão da instalação do SWT agregador do fornecedor de EILD para 15/07, fornecedor teve imprevistos com inversor de alimentação do SWT, equipe de operações irá acompanhar a instalação já com o equipamento de testes para realizar a ativação do ccto.
12/07/2016 - CPE: concluído - SP: Aguardando Americanet instalar SWT agregador, previsto para 13/07.
07/07/2016 - CPE: concluído - SP: Em obra na ponta Telebras, previsto handover do equipamento para operação no dia 12/07.
05/07/2016 - Acesso concluído, aguardo instalação de SWT agregador no POP de Barueri, previsto para 12/07, previsto instalação do CPE Telebras no cliente para 13/07. - CPE acesso concluído, CPE Telebras instalado.
27/06/2016 - SPO: Ponta cliente em obra, previsto conclusão para 28/06 - CPE: Previsto instalação do EDD e cordão multimodo para 28/06. previsto handover do ccto para 29/06.
20/06/2016 - SPO: Eng. Filipe do escritório de SP irá no SERPRO para se reuniu com o responsável e entender as dificuldades para início de obra - Ponta Telebras, FO lançada até a caixa de EO, previsto fusões e instalação do EDD americanet para até 24/06.
13/06/2016: Em obra, previsto conclusão para 20/06. CPE: Aguardando cronograma da Oi (inicialmente previsto para 04/08)
08/06/2016 - SPO: Em mobilização para início de obra, previsto para 09/06. - CPE: Aguardando cronograma da Oi (inicialmente previsto para 04/08)
06/06/2016 - SPO: Em mobilização para início de obra, previsto para 06/06 previsto conclusão para até 13/06. - CPE: Aguardando cronograma da Oi (inicialmente previsto para 04/08)
02/06/2016- SPO: PPI aprovado pelo SERPRO. Pendência comercial a ser repassada, pois o Anderson Coimbra ainda não teve ciência da solução desta pendência,  CPE: Oi - Aguardando contatos técnicos.

01/06/2016 - SPO: Em mobilização para início de obra no dia 03/06 ponta Serpro - Ponta Telebras agendando fusões para semana do dia 06/06 - CPE: Aguardando cronograma Oi.
30/05/2016 - SPO: Recebido o PPI e enviado para fornecedor (Americanet) para fazer as correções,  - CPE: Aguardando Oi enviar dados da equipe para agendar visotoria.
23/05/2016 - SPO: Recebido o PPI e enviado para fornecedor (Americanet) para fazer as correções,  - CPE: Aguardando Oi enviar dados da equipe para agendar visotoria.
16/05/2016 - SPO: Aguardando PPI do fornecedor de EILD - CPE: Aguardando Oi enviar cronograma de vistoria.
09/05/2016 - SPO: Aguardando PPI do fornecedor de EILD - CPE: Em fechamento de com fornecedor de EILD.
02/05/2016 - SPO: Aguardando PPI do fornecedor de EILD - CPE: Em fechamento de com fornecedor de EILD.
25/04/2016 - SPO: Aguardando PPI do fornecedor de EILD - CPE: Em contratação do fornecedor de EILD.
18/04/2016 - SPO: Vistoria agendada para 18 e 19/04 - CPE: Em contratação do fornecedor de EILD.
14/04/2016 - Agendado Vistoria no cliente para 18/04 e na estação Telebras de Barueiri para 19/04.
11/04/2016 - (SPO - América Net x CPE - Oi) Em contratação do fornecedor de EILD
04/04/2016 - (SPO - América Net x CPE - Oi) Em contratação do fornecedor de EILD
29/03/2016 - (SPO - América Net x CPE - Oi) Em contratação do fornecedor de EILD.
23/03/2016 - OS e VTA enviadas para engenharia
21/03/2016 - (SPO - América Net x CPE - Oi) Em contratação do fornecedor de EILD
14/03/2016 - (SPO x CPE) Em contratação do fornecedor de EILD.
10/03/2016 - (SPO x CPE) Em contratação do fornecedor de EILD."
SPL2000017;pend. implantação;29/01/2016;29/02/2016;0;0125/2016/DC/4600;14646;01/02 - Enviado OS e VT para engenharia.
ACL3000003;pend. implantação;05/05/2016;00/00/0000;0;0317/2016/DC/4600;17051;"12/09/2016 - EILD até o momento sem contrato. BrasilDigital aguarda liberação de posteamento da concessionaria de energia local. Previsão até 02/09. Ativação comercial 31/10/2016
05/09/2016 - EILD até o momento sem contrato. BrasilDigital aguarda liberação de posteamento da concessionaria de energia local. Previsão até 02/09. Ativação comercial 31/10/2016
31/08/2016 - Em reunião com o cliente gerou-se ata alterando o prazo de ativação para 30/10.
29/08/2016 - EILD até o momento sem contrato. BrasilDigital aguarda liberação de posteamento da concessionaria de energia local. Previsão até 02/09. Ativação comercial 30/10.
15/08/2016 - BrasilDigital aguarda liberação de posteamento da concessionaria de energia local. Previsão até 19/08
11/08/2016 - BrasilDigital aguarda liberação de posteamento da concessionaria de energia local. Previsão até 15/08.
08/08/2016 - Proposta será enviada ate 08/08 BrasilDigital.
01/08/2016 - Em viabilidade para atendimento por EILD, previsto retorno 05/08.
25/07/2016 - Em viabilidade de rádio. Leandro aguardando possível fornecedor em Rio Branco.
18/07/2016 - Em contração do fornecedor de EILD (Oi) Sem previsão (Leandro). Solução via radio em estudo pelo Bruno Sousa.
12/07/2016 - Em contração do fornecedor de EILD (Oi)
05/07/2016 - Em contração, previsão até 11/07
27/06/2016 - Em viabilidade de atendimento por EILD.
22/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016: Em vistoria para viabilidade atendimento por rádio Telebras;
30/05/2016 - Em viabilidade com fornecedor de EILD.
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
10/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - OS e VTA enviadas para Engenharia"
ALL3000002;pend. implantação;30/08/2016;00/00/0000;0;0318/2016/DC/4600;17053;"14/09/2016 - Ativação comercial para 26/09/2016
31/08/2016 - Devolvido para a Engenharia porque está pendente o pré-projeto."
ALL3000002;pend. implantação;05/05/2016;30/08/2016;0;0318/2016/DC/4600;17053;"30/08/2016 - Handover para operação.
15/08/2016 - Vistoria realizada, PPI enviado para o SEBRAE para aprovação. Previsão até 17/08.
11/08/2016 - Vistoria para 08/08. Aguardando PPI até 12/08.
08/08/2016 - Confirmada nova vistoria para 08/08.
25/07/2016 - Vistoria realizada, aguardando PPI até 26/07.
18/07/2016 -Agendada vistoria com empresa Aloo para 22/07.
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 15/07
27/06/2016 - Em viabilidade com fornecedor de EILD.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2017: Em assinatura de contrato pela Telebras, previsto início de obra para 15/06.(Alloo)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - OS e VTA enviadas para Engenharia"
ALL3000002;em ativação;30/08/2016;30/08/2016;0;0318/2016/DC/4600;17053;"31/08/2016 - Em reunião com o cliente gerou-se ata alterando o prazo de ativação para 30/09.
- Devolvido para a Engenharia porque está pendente o pré-projeto.
30/08/2016 - Realizado handover para operação."
AML3000005;pend. implantação;06/05/2016;00/00/0000;0;0319/2016/DC/4600;17060;"19/09/2016 - Em assinatura do contrato de EILD, previsto para até 20/09.
05/09/2016 - Aguardando contratação do fornecedor de energia para compartilhamento dos postes.
31/08/2016 - Em reunião com o cliente gerou-se ata alterando o prazo de ativação para 30/09.
30/08/2016 - Telebras não tem contrato de compartilhamento. GEREMP aguarda assinatura com a concessionaria. Contrato com 2600. Alto risco. 
15/08/2016 - Previsão de inicio de obra 29/08. Término provável em 20/09.
08/08/2016 - Protocolado em 22/07/2016 nº 3631/16 Previsão de inicio de obra D + 30. Término provável em 27/08
03/08/2016 - Protocolado em 22/07/2016 nº 3631/16 Previsão de inicio de obra D + 30
25/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 28/07.
18/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 18/07.
12/07/2016 - Previsto protocolo para obtenção do licenciamento para o dia 18/07.
05/07/2016 - Entrega do projeto em 29/06. Aguardando retorno para licenciamento. Previsto para 07/07
27/06/2016 - Vistoria realizada em 24/06, previsto entrega do projeto para 04/07.
20/06/2016 - Vistoria agendada para 24/06.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
06/05/2016 - Enviadas OS e VTA para Engenharia."
APL3000007;pend. implantação;05/05/2016;00/00/0000;0;0306/2016/DC/4600;17066;"19/09/2016 - Aguardando teste de RFC, previsto para 21/09, em seguida será entregue o CPE para operação, handover após aceitação do equipamento previsto para semana do dia 26/09.
15/09/2016 -  CPE Telebrás chegou, porém há problema com a interface óptica do fornecedor. Aguardando resolução.
13/09/2016 - Equipamento do fornecedor de EILD agendado instalação para 14/09, CPE Telebras em transito previsto instalação na semana do dia 19/09.
06/09/2016 - Lançamento de FO concluído em 05/09, instalação do EDD do fornecedor de EILD agendado para 08/09 - Aguardando envio do contato local da PSG em Macapa para envio do CPE Telebras.
31/08/2016 - Em reunião com o cliente gerou-se ata alterando o prazo de ativação para 31/10.
29/08/2016 - Término de lançamento para 02/09. Ativação comercial para 30/11.
15/08/2016 - Aguardando aprovação pelo cliente até 17/08. 
11/08/2016 - Vistoria realizada conforme programação, aguardando PPI até 15/08.
08/08/2016 - Reagendou a vistoria para 08/08 
01/08/2016 - Vistoria remarcada para 01/08.
25/07/2016 -Agendada vistoria com empresa Prontonet para 27/07.
18/07/2016 -Agendada vistoria com empresa Prontonet para 21/07.
12/07/2016 - Em contração, previsão até 15/07
05/07/2016 - Em contração, previsão até 15/07
27/06/2016 - Em viabilidade com fornecedor de EILD.
14/06/2016: Em viabilidade de atendimento por EILD, previsto retorno até 28/06/2016
07/06/2016: Em viabilidade de atendimento por EILD, na primeira cotação identificado apenas Oi.
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia"
