Cliente;Regional;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Contrato;Aditivo;Estação Ponta A;Estação Ponta B;Valor;Previsão;Status;Último Evento;Observação
INSTITUTO BRASILEIRO DE MEIO AMBIENTE - IBAMA;Governo;TOL3000004;IBAMA;L3;10;0;0120/2016/DC/4600;06/04/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 12.572,39 ;16/06/2016;instalação;pend. implantação;"15/08/2016 - Em revisão o projeto de rádio, previsão até 19/08 pelo Bruno.
25/07/2016 - Em revisão o projeto de rádio, previsão até 27/07 pelo Bruno.
18/07/2016 - Em viabilidade de atendimento via rádio Telebras.
12/07/2016 - Em viabilidade de atendimento via rádio Telebras.
05/07/2016 - Em viabilidade de atendimento via rádio Telebras.
27/06/2016 - Em viabilidade de atendimento via rádio Telebras.
20/06/2016 - Em viabilidade de atendimento por link Telebras via Rádio, previsto para até 21/06.
30/05/2016 - Pendência comercial, aguardando OS definitiva para contratação de EILD
23/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
16/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
09/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
02/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
25/04/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
18/04/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
11/04/2016 - Em agendamento de vistoria com o cliente.
05/04/2016 - Recebida OS da Comercial com os contatos técnicos do cliente para poder marcar as vistorias."
INSTITUTO BRASILEIRO DE TURISMO;Governo;DFAC000022;EMBRATUR;AC;100;100;01001/2014/DC/4600;30/04/2014;Contrato;26/05/2014;19/2014 - Embratur;;DFBSA0PP004;desconhecido;R$ 15.834,91 ;00/00/0000;operação;mudança de configuração;"22/04/16 - Inclusão do bloco IPV6 realizada com sucesso
20/04/2016 - Inclusão de bloco IPV6"
INSTITUTO CAMPUS PARTY;;SPAC000001;CAMPUS PARTY 1;AC;20000;0;066/2016/DC/4600;22/01/2016;Contrato;25/01/2016;;;SPBRE0PP001;desconhecido;R$ 0,00 ;25/01/2016;desativado;desativado;01/02 - Recebido OS de desativação do circuito eventual.  Enviado para Engenharia de Dados a/c Marcus Yuri para desconfigurar o circuito
INSTITUTO CAMPUS PARTY;;SPAC000002;CAMPUS PARTY 2;AC;20000;0;067/2016/DC/4600;22/01/2016;Contrato;;;;desconhecido;desconhecido;R$ 0,00 ;25/01/2016;cancelado;cancelado;Cancelado, emitido indevidamente.
INSTITUTO FEDERAL DE EDUCAÇÃO,CIÊNCIAS E TECNOLOGIA DO CEARA;Governo;CEAC000004;IFCE;AC;20;20;843/2014/4500/4600;10/01/2014;Contrato;28/03/2014;1ºT.Aj. TCT 011/2012;;CEMCW0PP001;CEMCW0PP001;R$ 0,00 ;00/00/0000;operação;ativado; 
INSTITUTO NACIONAL DE METEROLOGIA;;DFAC000002;INMET;AC;0;0;;00/00/0000;Contrato;15/09/2011;;;DFBSA0PP001;DFBSA0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;Circuito desativado. Sem documentação no Databook
INTELIG TELECOMUNICAÇÕES LTDA;Rio de Janeiro;PATX000008;INTELIG BLM-BSA 1;TX;10000;10000;01388/2014/DC/4600;14/11/2014;Contrato;28/11/2014;004/2014/4500;;DFBSA0PP001;PABLM0PP001;R$ 0,00 ;00/00/0000;operação;ativado;28/11 - Aceite dado pelo Felipe da TIM. Email no Databook
INTELIG TELECOMUNICAÇÕES LTDA;Rio de Janeiro;PATX000009;INTELIG - BLM-FLA 1;TX;10000;10000;01389/2014/DC/4600;14/11/2014;Contrato;28/11/2014;004/2014/4500;;CEFLA0PP001;PABLM0PP001;R$ 0,00 ;00/00/0000;operação;ativado;Aceite dado pelo Raulysson
INTELIG TELECOMUNICAÇÕES LTDA;Rio de Janeiro;PATX000010;INTELIG - BLM-FLA 2;TX;10000;10000;01390/2014/DC/4600;14/11/2014;Contrato;17/12/2014;004/2014/4500;;CEFLA0PP001;PABLM0PP001;R$ 0,00 ;00/00/0000;operação;ativado;Aceite dado pelo Felipe Braz da TIM
INTELIG TELECOMUNICAÇÕES LTDA;Rio de Janeiro;PATX000011;INTELIG - BLM-FLA 3;TX;10000;1000;01391/2014/DC/4600;14/11/2014;Contrato;16/12/2014;004/2014/4500;;CEFLA0PP001;PABLM0PP001;R$ 0,00 ;00/00/0000;operação;ativado;Aceite dado pelo Felipe Braz da TIM
INTELIG TELECOMUNICAÇÕES LTDA;Rio de Janeiro;PATX000012;INTELIG - BLM-FLA 4;TX;10000;10000;01392/2014/DC/4600;14/11/2014;Contrato;17/12/2014;004/2014/4500;;CEFLA0PP001;PABLM0PP001;R$ 0,00 ;00/00/0000;operação;ativado;"Ativação Comercial porque TIM está sem FO em FLA.

Em 27/02/2015 TIM alinhou o canal. Histórico de emails no databook"
INTERFIBRAS TELECOMUNICAÇÕES LTDA - EPP;Brasília;MTBL000003;INTERFIBRAS;BL;250;250;01758/2015/DC/4600;02/07/2015;Contrato;17/08/2015;4730/018/2015;;MTROI0PP002;desconhecido;R$ 9.487,00 ;00/00/0000;operação;upgrade;17/06/2016 - Pedido de Upgrade de 100Mbps para 250Mbps
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;PRL2000014;INTERNEXA - SÃO MATEUS DO SUL-BARUERI;L2;1000;1000;01966/2015/DC/4600;05/11/2015;Contrato;08/01/2016;4750/002/2015;;PRCTA0PP001;SPBRE0PM002;R$ 25.000,00 ;00/00/0000;operação;mudança de configuração;"08/01 - Esperando ser realizado jumper pela Eletrosul, para posteriormente ser configurado  circuito por uma nova rota

Mudança de configuração para redução de latência"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSL2000007;INTERNEXA - SANTA CRUZ DO SUL-BARUERI;L2;1000;0;01898/2015/DC/4600;21/09/2015;Contrato;;;;desconhecido;desconhecido;R$ 25.000,00 ;01/10/2015;cancelado;cancelado;"01/08/2016 - Encerrado o processo de cancelamento.
08/06/2016 - Recebida OS de cancelamento de ativação"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSL2000008;INTERNEXA - SÃO LUIZ GONZAGA - PORTO ALEGRE;L2;200;0;01919/2015/DC/4600;30/09/2015;Contrato;;;;desconhecido;desconhecido;R$ 5.000,00 ;15/10/2015;cancelado;cancelado;08/06/2016 - Recebida OS de Cancelamento de Ativação do circuito
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSL2000009;INTERNEXA - SANTANA DO LIVRAMENTO-BARUERI;L2;200;0;01972/2015/DC/4600;11/11/2015;Contrato;22/12/2015;;;RSSIV0PP001;SPBRE0PP001;R$ 5.000,00 ;28/12/2015;desativado;desativado;30/05/2016 - Desativação do circuito.
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSP2ES0008;INTERNEXA;P2;100;100;0580/DC/2016/4600;11/07/2016;Contrato;15/07/2016;4750/006/2016;;desconhecido;desconhecido;R$ 2.326,00 ;00/00/0000;operação;ativado;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSP2ES0009;INTERNEXA;P2;300;300;0581/DC/2016/4600;11/07/2016;Contrato;15/07/2016;;;desconhecido;desconhecido;R$ 54,00 ;00/00/0000;operação;ativado;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSP2ES0010;INTERNEXA;P2;200;200;0582/DC/2016/4600;11/07/2016;Contrato;15/07/2016;;;desconhecido;desconhecido;R$ 3.600,00 ;00/00/0000;operação;ativado;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSP2ES0011;INTERNEXA;P2;200;200;0583/DC/2016/4600;11/07/2016;Contrato;15/07/2016;;;desconhecido;desconhecido;R$ 4.652,00 ;00/00/0000;operação;ativado;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSP2ES0012;INTERNEXA;P2;300;300;0585/DC/2016/4600;11/07/2016;Contrato;15/07/2016;;;desconhecido;desconhecido;R$ 6.978,00 ;00/00/0000;operação;ativado;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSP2ES0013;INTERNEXA;P2;200;200;0586/DC/2016/4600;11/07/2016;Contrato;15/07/2016;;;desconhecido;desconhecido;R$ 3.600,00 ;00/00/0000;operação;ativado;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.;São Paulo;RSP2ES0014;INTERNEXA;P2;300;0;587/DC/2016/4600;11/07/2016;Contrato;15/07/2016;;;desconhecido;desconhecido;R$ 5.400,00 ;00/00/0000;operação;ativado;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
INTERVALE TELECOM LTDA ME;;SPBL000008;INTERVALE;BL;100;0;0138/2012/DC/4600;28/09/2012;Contrato;;;;desconhecido;desconhecido;R$ 1.900,00 ;00/00/0000;cancelado;cancelado;OS - 01477/2014/DC/4600
IP CARRIER TELECOM DO BRASIL EIRELI;Fortaleza;PIBL000007;IP CARRIER;BL;3000;0;0603/2016/DC/4600;18/07/2016;Contrato;;4710/014/2016;;desconhecido;desconhecido;R$ 93.000,00 ;00/00/0000;instalação;em ativação;"10/08 - Em Ativação - Aguardando o cliente alinhar as interfaces para concluir a ativação.
09/08/2016 - Em ativação."
IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;Fortaleza;PIBL000001;IP2TEL;BL;4000;2500;01771/2015/DC/4600;08/07/2015;Contrato;11/08/2015;4710/013/2015;;PITSA0PP001;PITSA0PP001;R$ 124.000,00 ;00/00/0000;operação;trânsito;"05/08/2016 - Pedido de trânsito realizado
ASN: 265368
IPv4: 168.205.240/22"
IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;Fortaleza;PIL2000002;IP2TEL TERESINA-BRASILEIRA;L2;250;0;01983/2015/DC/4600;27/11/2015;Contrato;;;;PITSA0PP001;PIBSLATR001;R$ 6.880,00 ;27/01/2016;cancelado;cancelado;29/04/2016 - OS de cancelamento da ativação.
IPINFO TELECOM E INFORMÁTICA ME;Rio de Janeiro;MGBL000011;IPINFO;BL;400;0;00219/2013/DC/4600;15/02/2013;Contrato;19/09/2013;4500/007/2013;;MGSJBATR001;MGSJBATR001;R$ 26.704,00 ;00/00/0000;bloqueado;bloqueado;01/07 - Cliente bloqueado a pedido da área de arrecadação
ISOTELCO LTDA - EPP;Belém;MABL000002;ISOTELCO - IMPERATRIZ;BL;500;0;0212/2013/DC/4600/3500;29/08/2012;Contrato;24/10/2012;4500/122/2012;;MAITZ0PP001;desconhecido;R$ 10.298,25 ;00/00/0000;desativado;desativado;"01/02/2016 - Concluído o processo de desativação.
26/01/2016 - Desativação em andamento."
ISOTELCO LTDA - EPP;Belém;MABL000042;ISOTELCO - IMPERATRIZ;BL;1000;1000;02044/2015/DC/4600;06/01/2016;Contrato;26/01/2016;4740/054/2015;;MAITZ0TR001;desconhecido;R$ 24.000,00 ;00/00/0000;operação;trânsito;"22/06/2016 - Pedido de trânsito
ASN: 265047
IPV4: 170.150.144.0/22
IPV6: 2804:31F4::/32"
ISOTELCO LTDA - EPP;Belém;MAP2000002;ISOTELCO - IMPERATRIZ-BARUERI;P2;1000;1000;0247/2016/DC/4600;07/04/2016;Contrato;24/07/2016;4740/005/2016;;desconhecido;desconhecido;R$ 11.000,00 ;00/00/0000;operação;ativado;24/07/2016 - Cliente ativo
ISOTELCO LTDA - EPP;Belém;PABL000003;ISOTELCO - BELEM;BL;0;0;;00/00/0000;Contrato;12/11/2012;;;PABLM0PP001;PABLM0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;Memorando de desativação recebido. Circuito desativado
ISOTELCO LTDA - EPP;Belém;PABL000010;ISOTELCO - MARABÁ;BL;500;0;OS - 00076/2012/DC/4600;26/08/2014;Contrato;;;;PAMBA0PP002;desconhecido;R$ 8.955,00 ;00/00/0000;cancelado;cancelado;01/04/2015 - Cliente Cancelado
ISOTELCO LTDA - EPP;Belém;PABL000027;ISOTELCO - MARABÁ;BL;50;50;0064/2016/DC/4600;02/02/2016;Contrato;23/05/2016;4740/054/2015;;PAMBA0PP002;desconhecido;R$ 8.000,00 ;04/03/2016;operação;ativado;"23/05/2016 - Testes concluídos e aceito o circuito.
20/05/2016 - Cliente ativado."
ITNET LTDA - ME;Salvador;SEP2000001;ITNET - NOSSA SENHORA DA GLÓRIA-BARUERI;P2;1000;0;0177/2016/DC/4600;14/03/2016;Contrato;;4720/002/2016;;SENHG0PP001;SPBRE0PM002;R$ 11.000,00 ;00/00/0000;instalação;pend. implantação;"02/08/2016 - Aguardando descongelamento da rede do Nic.br
19/07/2016 - Agendada vistoria para confirmar existência de caixa R2 no PoP."
ITNET LTDA - ME;Salvador;SEP2000002;ITNET - NOSSA SENHORA DO SOCORRO-BARUERI;P2;2000;0;0178/2016/DC/4600;14/03/2016;Contrato;;4720/001/2016;;SENRO0PP001;SPBRE0PM002;R$ 22.000,00 ;00/00/0000;instalação;pend. implantação;"02/08/2016 - Aguardando descongelamento da rede do Nic.br
19/07/2016 - Agendada vistoria para confirmar existência de caixa R2 no PoP."
J DA L MORAES TELECOMUNICAÇÕES - ME;;TOBL000027;J DA L MORAES;BL;100;0;OS -   01621/2015/DC/4740;31/03/2015;Contrato;;;;TOARN0PP001;desconhecido;R$ 12.546,00 ;00/00/0000;cancelado;cancelado;26/05 - Recebido OS de cancelamento.  Enviado à Engenharia
J. & R. NETWORK PROVEDOR DE INTERNET LTDA. - ME;;SPBL000006;J. & R. NETWORK;BL;100;0;;13/02/2015;Contrato;;;;SPBRS0TR001;desconhecido;R$ 7.503,00 ;00/00/0000;cancelado;cancelado;"26/05 - Recebido OS de cancelamento
Solicitado cancelamento dos filtros BGP"
JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - FILIAL;Brasília;TOBL000048;JC TELECOM;BL;2000;2000;01918/2015/DC/4600;02/10/2015;Contrato;30/11/2015;4730/027/2015;1;TOCGO0PP001;desconhecido;R$ 94.840,00 ;00/00/0000;operação;trânsito;"20/04/2016 - Realizado pedido de liberação junto aos peerings. 
AS: 264936 
IPv4: 168.232.80/22 
IPv6: 2804:3034::/32 "
JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - MATRIZ;;TOBL000006;JC INFORMATICA;BL;300;0;064/2012/DC/4600;26/07/2012;Contrato;18/09/2012;;;TOCGO0PP001;TOBDTCTR001;R$ 28.000,00 ;00/00/0000;desativado;desativado;01/05/2016 - Concluído o processo de desativação.
JOAO JOSE ALVES BATISTA - ME;Brasília;DFBL000023;JOAO JOSE ALVES BATISTA;BL;100;0;;26/04/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 11.000,00 ;20/05/2016;instalação;pend. cliente;"02/08/2016 - Em agendamento de vistorias no cliente.
11/07/2016 - Em agendamento de vistorias no cliente.
21/06/2016 - Em agendamento de vistorias no cliente.
14/06/2016 - Em agendamento de vistorias no cliente.
07/06/2016 - Em agendamento de vistorias no cliente.
31/05/2016 - Em agendamento de vistorias no cliente."
JOSÉ EDUARDO MACHADO DA VEIGA E CIA LTDA;Porto Alegre;RSBL000007;JOSÉ EDUARDO;BL;1000;300;01991/20158/4600;20/11/2015;Contrato;17/03/2016;4770/004/2015;;desconhecido;desconhecido;R$ 13.807,77 ;00/00/0000;operação;ativado;17/03/2016 - Cliente ativado.
JR NET INFORMÁTICA LTDA - ME;Brasília;GOBL000009;JR NET INFORMATICA;BL;100;0;058/2012/DC/4600;26/06/2012;Contrato;01/09/2012;4500/0036/2013;1;GOIUB0TR001;GOIUB0TR001;R$ 8.500,00 ;00/00/0000;bloqueado;bloqueado;10/06/2016 - Pedido do bloqueio do cliente, solicitação do gestor de contrato
JR NET INFORMÁTICA LTDA - ME;Brasília;TOBL000052;JR NET INFORMATICA;BL;50;0;0544/2016/DC/4600;16/06/2016;Contrato;;;;desconhecido;TOTNS0TR001;R$ 4.700,00 ;15/08/2016;instalação;pend. implantação;"02/08/2016 - Em análise das correções do PROA.
11/07/2016 - Agendado vistoria para 11/07, aguardando correções no PROA.
17/06/2016 - Encaminhada  OS, VTA  e PROA para Engenharia
16/06/2016 - Comercial conseguiu receber o PROA do cliente, com isso a OS e VTA foram reabertas, sendo aproveitado o mesmo circuito."
JUÇARA MARIA SILVA CARVALHO - ME;;PIBL000002;ESPERANTINA NET;BL;10;0;01793/2015/DC/4600;20/07/2015;Contrato;;;;desconhecido;desconhecido;R$ 6.250,00 ;19/08/2015;cancelado;cancelado;16/05/2016 - Pedido de cancelamento do circuito do cliente
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;Brasília;MTTX000010;JUNTO TELECOM - CBA-BSA;TX;10000;0;0102/2016/DC/4600;01/04/2016;Contrato;;4730/005/2016;;MTCBA0PP001;DFBSA0PP001;R$ 180.000,00 ;00/00/0000;instalação;pend. cliente;"02/08/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
26/07/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
19/07/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
11/07/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
21/06/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
07/06/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
31/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
24/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
11/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
03/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
26/04/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
19/04/2016 - Ponta Coxipo: Em agendamento de fusões, Jumper ok. Ponta Brasilia: Em agendamento de fusões e jumpers.
12/04/2016 - Agendado jumper para Coxipo para 18/04.
05/04/2016 - Agendado fusões do cliente em BSB para 07/04 ás 14:00, aguardando cliente informar data da fusão em Cuiabá."
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;Brasília;PAL2000011;JUNTO TELECOM - BLM-SRM;L2;5000;0;0554/2016/DC/4600;23/06/2016;Contrato;;4730/004/2016;;PABLM0PP001;PASRM0PP002;R$ 95.000,00 ;00/00/0000;instalação;pend. comercial;"02/08/2016 - Aguardando negociação entre comercial TLB e Eletronorte.
11/07/2016 - Aguardando negociação entre comercial TLB e Eletronorte."
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;Brasília;PATX000014;JUNTO TELECOM - BLM-BSA;TX;10000;10000;0101/2016/DC/4600;01/04/2016;Contrato;28/04/2016;4730/006/2016;;PABLM0PP001;DFBSA0PP001;R$ 180.000,00 ;00/00/0000;operação;ativado;"28/04/2016 - Cliente ativado.

CONTATOS do CLIENTE:

N1 -  NOC Brasília: 61 3551-5268
N2 - Wairisson Gomes -  Gerente de Redes: 61 9 9667-0507 ou 94 9 8802-9720
N3 -  Gleida Conde -  Gerente de Engenharia: 11 97570-0507 ou 91 98199-0835
N4 -  Mauro Collato -  Presidente: 11 97330-0504 ou 11 97570-0504"
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;Brasília;PATX000015;JUNTO TELECOM - BLM-FLA;TX;10000;0;0103/201/DC/4600;05/02/2016;Contrato;;4730/007/2016;;PABLM0PP001;CEMCW0PP001;R$ 180.000,00 ;00/00/0000;instalação;pend. implantação;"02/08/2016 - Aguardando PROA desde 18/7. 
19/07/2016 - Aguardando PROA desde 18/7. 
11/07/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
21/06/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
07/06/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza.
31/05/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
03/05/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
26/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
19/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
12/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
05/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
29/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. GERA já solicitou projeto de abordagem do cliente até estação de Belém, será solicitado até Fortaleza, visando deixar o acesso concluído, ficando pendente apenas ampliação do backone.
22/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. GERA já solicitou projeto de abordagem do cliente até estação de Belém, será solicitado até Fortaleza, visando deixar o acesso concluído, ficando pendente apenas ampliação do backone.
11/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. GERA já solicitou projeto de abordagem do cliente até estação de Belém, será solicitado até Fortaleza, visando deixar o acesso concluído, ficando pendente apenas ampliação do backone.
01/03/2016 - Reunião com GERT e DC-ERB, Emerson irá analisar trecho e enviará para a DC cronograma para implantação e ampliação do trecho já que o contrato com a PADTEC está vencido e haverá necessidade de fazer uma licitação por inegibilidade.  Luisa irá renegociar prazo com o cliente
16/02/2016 - Reunião com GERT e DC-ERB, Emerson irá analisar trecho e enviará para a DC cronograma para implantação e ampliação do trecho já que o contrato com a PADTEC está vencido e haverá necessidade de fazer uma licitação por inegibilidade.  Luisa irá renegociar prazo com o cliente"
