Cliente;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Estação;Acesso;Endereço;Cidade;UF;CEP;Estação;Acesso;Endereço B;Cidade;UF;CEP;Contato;Telefone Fixo;Telefone Móvel;Email;Valor;Previsão;Status;Último Evento;Observação
NEXUS INFORMATICA;RSP2ES0006;NEXUS -  SANTANA DO LIVRAMENTO;P2;500;500;0444/2016/DC/4600;01/06/2016;Contrato;01/04/2016;RSSIV0CX009;Fibra Parceiro;Rua Vasco Alves, 1167;Santana do Livramento;RS;;RSPAE0PM003;Fibra Parceiro;Av. Ramiro Barcelos, 2574 - POP-RS RNP - Santana;Porto Alegre;RS;90035-003;Gilmar Beuren;(55) 3243-2827;(55) 8457-1155;administrativo@nexusinformatica.pro.br;R$ 9.000,00 ;01/06/2016;operação;ativado;"NOC deverá abrir reclamação direto na Eletrosul caso o cliente abra reclamação de 

incidente, porque o circuito não passa pela Telebras.

Área Comercial considerar data de ativação de 01/04/2016 para migração da responsabilidade Telebras."
NEXUS INFORMATICA;RSP2ES0007;NEXUS - SANTO ANGELO;P2;500;500;0445/2016/DC/4600;01/06/2016;Contrato;01/04/2016;RSSAN0PP001;Fibra Parceiro;POP SANTO ÂNGELO;Santo Ângelo;RS;;RSPAE0PM003;Fibra Parceiro;Av. Ramiro Barcelos, 2574 - POP-RS RNP - Santana;Porto Alegre;RS;90035-003;Gilmar Beuren;(POP SANTO ÂNGELO55) 3243-2827;(55) 8457-1155;administrativo@nexusinformatica.pro.br;R$ 9.000,00 ;01/06/2016;operação;ativado;"NOC deverá abrir reclamação direto na Eletrosul caso o cliente abra reclamação de 

incidente, porque o circuito não passa pela Telebras.

Área Comercial considerar data de ativação de 01/04/2016 para migração da responsabilidade Telebras."
Nippy Net Informática Ltda;MGBL000006;NIPPY NET;BL;0;0;0132/2012/DC/4600;00/00/0000;Contrato;30/11/2012;MGSJBATR001;Rádio Cliente;;São José da Barra;MG;;MGSJBATR001;Rádio Cliente;;São José da Barra;MG;;;;;;R$ 0,00 ;00/00/0000;desativado;desativado;
NIQTURBO PIMENTEL E MOREIRA LTDA - ME;GOBL000005;NIQTURBO;BL;650;650;004/2011/DC/4600;06/02/2012;Contrato;06/02/2012;GONQA0PP001;N/A;Cliente Buscará link via  rádio no POP da Telebras - Niquelandia;Niquelândia;GO;;GONQA0PP001;Rádio Cliente;Cliente Busca via rádio  no - POP Niquelandia;Niquelândia;GO;;Carlos Eduardo Moreira;(62) 3354- 2230;(62) 9657-2854 / (62) 8417-0912;niqturbo@niqturbo.com.br;R$ 45.500,00 ;00/00/0000;operação;trânsito;"02/02 - Transito liberado.
20/01 - Transito: AS - 265228
IPV4: 168.0.40/22 / IPV6: 2804:2c94::/32								"
NOROESTECOM TELECOMUNICAÇÕES LTDA;SPBL000003;NOROESTECOM;BL;400;0;;01/02/2013;Contrato;13/05/2013;SPBRU0PP001;Rádio Cliente;;Bauru;SP;;SPBRU0PP001;Rádio Cliente;;Bauru;SP;;;;;;R$ 0,00 ;00/00/0000;desativado;desativado;OS de desativação recebida. Circuito desativado
NOROESTECOM TELECOMUNICAÇÕES LTDA;SPBL000012;NOROESTECOM;BL;2000;2000;2038/2015/DC/4600;10/12/2015;Contrato;21/01/2016;SPBRU0PP001;N/A;;Bauru;SP;;desconhecido;Fibra óptica Cliente;POP Telebras Val de Palmas -  Fazenda de Palmas, Estrada Municipal Bauru Tibiriça, km 04;;;12301-330;Alexandre Resende;(11) 3245-9728;(11) 9 4138-2736;alexandre.resende@noroestecom.com.br;R$ 50.000,00 ;08/01/2016;operação;trânsito;16/05/2016 - Pedido de trânsito: ASN:264322 / IPv4:138.122.12/22 / IPv6: 2804:261c::/32
NORTELPA ENGENHARIA S/A;TOBL000004;NORTELPA;BL;0;0;;29/09/2012;Contrato;01/06/2012;desconhecido;Rádio TELEBRAS;;;;;desconhecido;Rádio TELEBRAS;;;;;;;;;R$ 0,00 ;00/00/0000;cancelado;cancelado;
ODEBRECHT;RJAC000003;ODEBRECHT;AC;50;0;0513/2013/DC/4400/4600;16/07/2013;Contrato;19/07/2013;RJDQX0PP001;N/A;;Duque de Caxias;RJ;;RJRJO0PM004;Fibra óptica TELEBRAS;Estádio do Marcanã;Rio de Janeiro;RJ;;Gustavo André Duarte;(21) 3616-2583;(21) 99669-7896;gustavoduarte@odebrecht.com;R$ 0,00 ;00/00/0000;desativado;desativado;"11/08 - Cliente desativado; Relatório de desativação preenchido e anexado na ocorrência. Equipamento entregue no escritório do RJ.
08/07 - Circuito em processo de desativação."
OLIVEIRA & DECORATO LTDA ME;RSBL000015;OLIVEIRA & DECORATO;BL;150;0;0249/2016/DC/4600;06/04/2016;Contrato;;RSSIV0PM024;Fibra óptica Cliente;POP Santana do Livramento;Santana do Livramento;RS;;desconhecido;Fibra óptica Cliente;Rua Vasco Alves, 333;;;97.573-550;Eduardo;(54) 32425119;;eduardo@v-expressa.com.br;R$ 6.900,00 ;21/05/2016;instalação;pend. implantação;"07/06/2016 - Em agendamento de vistoria com fornecedor local para levantamento da rede.
31/05/2016 - Em agendamento de vistoria com fornecedor local para levantamento da rede."
Omini Telecomunicações Ltda.;GOBL000004;OMNI;BL;0;0;;00/00/0000;Contrato;17/10/2011;GOMIH0PP002;Rádio Cliente;;Morrinhos;GO;;GOMIH0PP002;Rádio Cliente;;Morrinhos;GO;;;;;;R$ 0,00 ;00/00/0000;desativado;desativado;OS de desativação recebida. Circuito desativado
ONDA G NETWORK TELECOMUNICAÇÕES LTDA;TOBL000008;ONDA G;BL;100;0;016/2011/DC/4600;16/10/2012;Contrato;27/12/2012;TOPIT0PP001;N/A;;Paraíso do Tocantins;TO;;TOPIT0TR001;Rádio TELEBRAS;ETR Paraíso do Tocantins;Paraíso do Tocantins;TO;;José Eduardo dos Santos Paiva;(63) 3602-2525;(63) 8444-1332;jeduardopaiva@gmail.com;R$ 4.549,92 ;00/00/0000;bloqueado;bloqueado;Bloqueio a pedido da área de arrecadação.
OOPS TELECOM LTDA - ME;ALBL000001;OOPS TELECOM;BL;6000;0;02059/2015/DC/4600;27/05/2016;Contrato;;ALICY0PP001;Fibra óptica Cliente;CLIENTE BUSCARÁ  O LINK EM FIBRA NO POP DE IGUACI - AL;Igaci;AL;57620-000;desconhecido;Fibra óptica Cliente;;;;;Claudemon Silveira;(82) 3529-2302 / (82) 3530-0298;(82) 99656-1111;claudemon@oops.net.br;R$ 24.000,00 ;23/06/2016;instalação;agendado;30/05/2016 - Em ativação.
OOPS TELECOM LTDA - ME;ALP2000001;OOPS TELECOM - IGACI-BARUERI;P2;4000;0;02057/2015/DC/4600;22/12/2015;Contrato;;ALICY0PP001;Fibra óptica Cliente;POP DE IGACI - AL;Igaci;AL;57620-000;SPBRE0PM002;Fibra óptica Cliente;PTT - BARUERI (SP);Barueri;SP;;Claudemon Silveira;(82) 3529-2302 / (82) 3530-0298;(82) 99656-1111;claudemon@oops.net.br;R$ 44.000,00 ;11/04/2016;instalação;pend. implantação;"07/06/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
31/05/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
03/05/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
26/04/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
19/04/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão 90 dias."
OSIRNET INFO TELECOM LTDA-ME;RSL2000017;OSIRNET;L2;1500;0;0367/2016/DC/4600;06/05/2016;Contrato;;desconhecido;N/A;POP Eletrosul Centro de Pelotas;;;;RSPAE0PM003;Fibra ótica Cliente;Rua Ramiro Barcelos, 2574;Porto Alegre;RS;;VINICIOS LEITZKE;(53) 30283013;(53) 9114-5560;vinicios@osirnet.com.br;R$ 18.000,00 ;20/06/2016;instalação;pend. implantação;"07/06/2016 - Encaminhado OS e VTA para ELS para agendamento de jumpers entre equipamentos.
31/05/2016 - Encaminhado OS e VTA para ELS para agendamento de jumpers entre equipamentos.
24/05/2016 - Encaminhado OS e VTA para ELS para agendamento de jumpers entre equipamentos.
18/05/2016 - Encaminhado OS e VTA para ELS para agendamento de jumpers entre equipamentos.
12/05/2016 - Enviadas OS e VTA para Engenharia"
PAIM & ASSOCIADOS COMUNICAÇÃO LTDA;RSBL000006;PAIM COMUNICAÇÃO;BL;5;5;01990/2015/DC/4600;20/11/2015;Contrato;27/11/2015;RSPAE0PM001;N/A;POP de Porto Alegre;Porto Alegre;RS;;desconhecido;Cabo Interno Cliente;Avenida Ipiranga, 6681, prédio 99A 8 andar;;;90.619-900;Sergio Araujo;(51) 2102-2577;(51) 9988-3029;sergio.araujo@paim.com.br;R$ 644,20 ;24/12/2015;operação;ativado;27/11 - Cliente ativado
PAIVA SANTANA TELECOM COMUNICACOES LTDA - ME;BABL000001;PAIVA SANTANA;BL;100;0;01507/2015/DC/4600;29/01/2015;Contrato;04/03/2015;BAPGU0TR002;N/A;Cliente buscará em rádio na ETR de Porto Seguro - BA;Porto Seguro;BA;;desconhecido;Rádio Cliente;Cliente buscará em rádio na ETR de Porto Seguro;;;45810-000;Crispim Paiva Santana;(73) 3268-1121;(73) 9927-1121;financeiro@servnetba.com.br;R$ 10.961,00 ;00/00/0000;desativado;desativado;"12/04/2016 - Retirada dos equipamentos.
07/04/2016 - Recebido o Termo de Recisão, assinado em 09/09/2015 "
PAULO DE TARSO DE CARVALHO BAYMA FILHO;MABL000011;PAULO DE TARSO;BL;400;400;068/2012/DC/4600;31/05/2013;Contrato;29/08/2014;MASLS0PP001;N/A;Cliente irá buscar em fibra no POP - São Luiz - Ma;São Luís;MA;;MASLS0PP001;Fibra óptica TELEBRAS;R. do Passeio 877 - Centro;São Luís;MA;65900-970;Paulo de Tarso Carvalho;(98) 3133-1309;(98) 8161-1556;paulo@wikitelecom.com.br;R$ 26.000,00 ;00/00/0000;operação;trânsito;27/04/2016 - Transito de AS: AS: 28246 / IPV4: 187.1.32/20
PAULO DE TARSO DE CARVALHO BAYMA FILHO;MAL2000007;PAULO DE TARSO - SÃO LUÍS-PORTO FRANCO;L2;50;0;01968/2015/DC/4600;12/11/2015;Contrato;;MASLS0PP001;Fibra óptica Cliente;POP DE SÃO LUÍS - MA;São Luís;MA;;MAPFN0PP001;Fibra óptica Cliente;POP DE PORTO FRANCO;Porto Franco;MA;;Paulo de Tarso;(98) 3133-1300;(98) 98207-4042;paulo@wikitelecom.com.br;R$ 2.128,00 ;04/12/2015;instalação;pend. cliente;"07/06/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
31/05/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
24/05/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
11/05/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
03/05/2016 - Agendado fusões e jumpers para 05/05.
26/04/2016 - Pendente PROA cliente para ponta de Porto Franco
19/04/2016 - Pendente PROA cliente para ponta de Porto Franco
12/04/2016 - Pendente PROA cliente para ponta de Porto Franco
05/04/2016 - Pendente PROA cliente para ponta de Porto Franco
29/03/2016 - Pendente PROA cliente para ponta de Porto Franco
21/03/2016 - Pendente PROA cliente para ponta de Porto Franco
14/03/2016 - Pendente PROA cliente para ponta de Porto Franco
07/03/2016 - Pendente PROA cliente para ponta de Porto Franco
01/03/2016 - Pendente PROA cliente para ponta de Porto Franco
25/02/2016 - Pendente PROA cliente para ponta de Porto Franco
16/02/2016 - Pendente PROA cliente para ponta de Porto Franco
04/02 - Pendente PROA cliente para ponta de Porto Franco
26/01 - Aguardando PROA da ponta de Porto Franco, necessário nova fusão e jumper em São Luis.
19/01 - Aguardando PROA da ponta de Porto Franco.
03/12 - Fusões de FO na estação Telebras agendadas para 04/12
24/11 - Aguardando PROA cliente
17/11 - Aguardando PROA cliente
12/11 - Aguardando PROA cliente"
PAULO DE TARSO DE CARVALHO BAYMA FILHO;MAL2000008;PAULO DE TARSO - SÃO LUÍS-GRAJAÚ;L2;50;0;01969/2015/Dc/4600;12/11/2015;Contrato;;MASLS0PP001;Fibra óptica Cliente;POP DE SÃO LUÍS - MA;São Luís;MA;;MAGJU0PP001;Fibra óptica Cliente;POP de Grajaú;Grajaú;MA;;Paulo de Tarso;(98) 3133-1300;(98) 98207-4042;paulo@wikitelecom.com.br;R$ 2.128,00 ;04/12/2015;instalação;pend. implantação;"07/06/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
31/05/2016 - Recebido e Aprovado PROA. Em agendamento de fusões e jumpers
11/05/2016 - Aguardando PROA da ponta de Grajaú.
03/05/2016 - Aguardando PROA da ponta de Grajaú.
26/04/2016 - Aguardando PROA da ponta de Grajaú e Aguardando projeto lógico pela GERT."
PAULO DE TARSO DE CARVALHO BAYMA FILHO;MAL2000009;PAULO DE TARSO - SÃO LUÍS-IMPERATRIZ;L2;900;900;01967/2015/DC/4600;12/11/2015;Contrato;08/12/2015;MASLS0PP001;Fibra óptica Cliente;POP DE SÃO LUÍS - MA;São Luís;MA;;MAITZ0TR001;Fibra óptica Cliente;ETR de Imperatriz;Imperatriz;MA;;Paulo de Tarso;(98) 3133-1300;(98) 98207-4042;paulo@wikitelecom.com.br;R$ 17.840,00 ;04/12/2015;operação;upgrade;03/05/2016 - Ampliação de 100 para 900 Mbps.
PAULO DE TARSO DE CARVALHO BAYMA FILHO;MAL2000011;PAULO DE TARSO - SAO LUIS-MIRANDA DO NORTE;L2;100;100;0052/2016/DC/4600;20/01/2016;Contrato;27/01/2016;MASLS0PP001;Fibra óptica Cliente;POP de São Luis - MA;São Luís;MA;;desconhecido;Fibra óptica Cliente;POP de Miranda do Norte - MA;;;;Paulo de Tarso;(98) 3133-1300;(98) 9 8207-4042;paulo@wikitelecom.com.br;R$ 3.684,00 ;10/02/2016;operação;ativado;"09/03/2016 - Circuito configurado com projeto definitivo

27/01/2016 - Cliente começou a utilizar o circuito. Data a ser utilizada para faturamento.

25/01/2016 - Circuito entregue com configuração provisória, a pedido do cliente (entrega do serviço na mesma interface do circuito MAL2000008)."
PAULO DE TARSO DE CARVALHO BAYMA FILHO;SPL2000016;PAULO DE TARSO - BARUERI-SÃO LUÍS;L2;1000;1000;01924/2015/DC/4600;05/10/2015;Contrato;19/11/2015;SPBRE0PM002;Cabo Interno Cliente;Pop de Barueri;Barueri;SP;;MASLS0PP001;Fibra óptica Cliente;POP de São Luís;São Luís;MA;;Paulo de Tarso de Carvalho Bayma Filho;(98) 3133-1300;(98) 8161-1556;paulo@wikitelecom.com.br;R$ 32.260,00 ;30/10/2015;operação;ativado;19/11 - Cliente ativado.
PC SILVA HOUSE NET;MABL000025;PC SILVA HOUSE NET;BL;400;400;01226/2014/DC/4600;25/07/2014;Contrato;11/09/2014;MAPFN0PP001;N/A;Cliente irá buscar o link em fibra no POP Porto Franco - MA;Porto Franco;MA;;MAPFN0PP001;Fibra óptica Cliente;Cliente irá buscar o link em fibra no POP Porto Franco - MA;Porto Franco;MA;;Paulo Cesar Silva;(99) 3531-7361;(99) 8127-1361;vpdsilva@hotmail.com;R$ 34.000,00 ;00/00/0000;operação;desbloqueado;23/10 - Desloqueio a pedido da área de arrecadação.
PETRÓLEO BRASILEIRO S.A.;AMTX000005;PETROBRAS RJO-MNS;TX;155;0;0454/2016/DC/4600;11/01/2016;Contrato;;desconhecido;Fibra óptica TELEBRAS;Avenida República do Chile, 65;;;20.231-912;desconhecido;Fibra óptica TELEBRAS;Rua Rio Quixito, nº  1 - Vila Buriti;;;69.072-070;Fernando Fraga Machado;(21) 3229-6662;;fernandofraga@petrobras.com.br;R$ 14.485,45 ;08/04/2016;instalação;pend. implantação;"30/05/2016 - RJ: Obra interna concluída em 29/05 AM: SPF enviado para Manaus, aguardando PSG enviar cópia dos documentos dos técnicos de Manaus para solicitarmos acesso junto a refinaria, previsto liberação para até 03/06.
23/05/2016 - RJ: Não foi concluída a atividade interna no RJ previsto para 22/05, fornecedor Telebras irá adiantar caixa de acesso externo (R1) até 27/05, atividade interna na Petrobras será retomada nos dias 28 e 29 de maio. - AM: Aguardando Petrobras informar possibilidade da Telebras fornecer SFP de long para atendimento, em seguida será realizado pré teste de acesso.

16/05/2016 - RJ: Rede interna concluída, previsão da conclusão da rede externa até 20/05. Problema no trecho do DW (rede óptica) entre Duque de Caxias e POP Correios, previsto conclusão da obra para 05/06 - Manaus: Acesso concluído, em instalação do DW.
09/05/2016 - AM: Obra concluída jumper realizado. RJ: Problema no trecho de FO entre POP correios e Duque de Caxias, obra: aguardando retorno da Petcom sobre reunião realizada com a Petrobras no dia 05/05.
02/05/2016 - AM: Link será ativado via DW da arena, acesso ok - RJ: Aguardando liberação da Petrobras para execução da obra.
25/04/2016 - AM: Link será ativado via DW da arena, será realizado teste de OTDR entre refinaria e arena, previsto teste para até 29/04. - RJ: Petcom irá apresentar documentação solicitada pela Petrobras até 29/04.
18/04/2016 - AM: Necessário fusão entre cabo Telebras e Prodam, previsto ativiadade até 20/04 - RJ: Aguardando Petrobras aprovar documentação da equipe Telebras.
11/04/2016 - AM: Necessário fusão entre cabo Telebras e Prodam, previsto ativiadade até 15/04 - RJ: reprrogramado início da obra para 18/04 (Aguardando aprovação de documentos da equipe técnica para início das obra os documentos forão entregues no dia 08/04), duração da obra de 15 dias, conclusão e ativação na primeira quinzena de maio/2016.
04/04/2016 - AM: Necessário fusão entre cabo Telebras e Prodam, previsto ativiadade até 08/04 - RJ: reprrogramado início da obra para 11/04, conclusão até 22/04, ativação até 27/04 - atraso obra IBGE.
28/03/2016 - AM: Vistoria agendada para 28/03, será identificado as FO que serão utilizadas entre a PRODAM e Refinaria. - RJ: Programado início da obra para 04/04, conclusão até 22/04, ativação até 27/04.

21/03/2016 - AM: Vistoria programada para 28/03 - RJ: Aguardando retorno do fornecedor de EILD (Br Fibra) sobre a viabilidade de atendimento ao prédio da Petro no RJ. (Ponta Telebras no RJ, viabilidade ok.
14/03/2016 - AM: Em mapeamento para execução de fusões e jumper da rede óptica existente entre PRODAM e refinaria PETRO - RJ: Em solicitação de viabilidade por EILD. / Rede  própria já protocolado na SECONSERVA
11/03/2016 - AM: Em mapeamento para execução de fusões e jumper da rede óptica existente entre PRODAM e refinaria PETRO - RJ: Em solicitação de viabilidade por EILD.
01/03/2016 - AM - Em mapeamento para execução de fusões e jumper da rede óptica existente entre PRODAM e refinaria PETRO - RJ - Em solicitação de viabilidade por EILD.
29/02/2016 - AM - Em mapeamento para execução de fusões e jumper da rede óptica existente entre PRODAM e refinaria PETRO - RJ - Em solicitação de viabilidade por EILD.
04/02/2016 - Ponta RJ: Vistoria realizada em 03/02, aguardando entrega de projeto previsto para 22/02 Ponta Manaus: Aguardando OS definitiva para contratação de EILD.
11/01/2016 - Enviadas OS e VTA para Engenharia"
PETRÓLEO BRASILEIRO S.A.;RJTX000053;PETROBRAS - PoC_RJO-MNS;TX;1000;0;01920/2015/DC/4600;01/10/2015;Contrato;;RJRJO0PM012;Cabo Interno TELEBRAS;PM Correios (RJRJO0PM012);Rio de Janeiro;RJ;;AMMNS0PP002;Cabo Interno TELEBRAS;POP Arena Manaus (AMMNS0PP002);Manaus;AM;;Para os testes, Coodenador da PSG;;;;R$ 0,00 ;08/10/2015;desativado;desativado;"29/10 - Enviado OS de desativação para o Felipe Marques definir o que será desfeito ou mantido na transmissão que foi modificada ""temporariamente"" para atender o teste do circuito"
PHASE - PROJETOS, SERVIÇOS DE ENGENHARIA E TELECOMUNICAÇÕES LTDA;PABL000023;PHASE ENGENHARIA;BL;1000;1000;2031/2015/DC/4600;29/01/2016;Contrato;29/02/2016;PABLM0PM002;N/A;POP PABLM0PM002;Belém;PA;;PABLM0PM002;Fibra óptica Cliente;;Belém;PA;;Éder Ruffeil Cristino;(91) 3245-1422;(91) 9 9186-8090;eder@hitsfiber.com.br;R$ 91.090,00 ;22/02/2016;operação;ativado;29/02/2016 - Cliente ativado.
PHASE - PROJETOS, SERVIÇOS DE ENGENHARIA E TELECOMUNICAÇÕES LTDA;PABL000026;PHASE ENGENHARIA;BL;1000;0;0079/2016/DC/4600;29/01/2016;Contrato;;PABLM0PM002;Fibra óptica Cliente;POP PABLM0PM002;Belém;PA;;desconhecido;Fibra óptica Cliente;;;;;Éder Ruffeil Cristino;(91) 3245-1422;(91) 99186-8090;eder@hitsfiber.com.br;R$ 91.090,00 ;22/02/2016;cancelado;cancelado;12/02 - Recebida OS de Cancelamento de Ativação
PLENITUDE E SISTEMAS LTDA - EPP;PABL000029;PLENITUDE E SISTEMAS;BL;50;50;0179/2016/DC/4600;11/03/2016;Contrato;19/05/2016;PABLM0PM002;Fibra óptica Cliente;RNP - UFPA;Belém;PA;;desconhecido;Fibra óptica Cliente;Rod BR 316 Km 17 Nº 2607 Almir Gabriel;;;67200-000;Gemaque Breves;(91) 3256-8600;(91) 98152-3013;gemaque_breves@hotmail.com;R$ 4.250,00 ;25/04/2016;operação;ativado;19/05/2016 - Cliente ativado.
POLICANAL SERVIÇOS DE TELECOMUNICAÇÕES L;GOBL000013;POLICANAL;BL;0;0;;29/11/2012;Contrato;;desconhecido;Rádio TELEBRAS;;;;;desconhecido;Rádio TELEBRAS;;;;;;;;;R$ 0,00 ;00/00/0000;cancelado;cancelado;
PONTOINFOR COMUNICAÇÃO LTDA - ME;MABL000013;PONTOINFOR;BL;100;0;0515/2013/DC/4600;12/08/2013;Contrato;08/04/2014;MAITZ0PP001;N/A;Cliente buscará link via fibra - Caixa R2 -POP Imperatriz;Imperatriz;MA;;MAITZ0PP001;Fibra óptica TELEBRAS;Cliente buscará link via fibra - Caixa R2 -POP Imperatriz;Imperatriz;MA;;Manoel do E. Santos F. Souza;(63) 3474-3135;(94) 9164- 0941;djfiguradj@hotmail.com;R$ 7.753,20 ;00/00/0000;bloqueado;bloqueado;20/07 - Cliente bloqueado a pedido da GFO
PONTUAL - NET SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;PEBL000001;PONTUAL - NET;BL;500;0;0332/2016/DC/4600;18/05/2016;Contrato;;PERCE0PP001;Fibra óptica Cliente;POP de Recife/PE - Rodovia PE-7 - km 20 - Bulhões;Recife;PE;;desconhecido;Fibra óptica TELEBRAS;;;;;Josilene Gomes de Oliveira;(81) 3455-3540;(81) 99604-9455;josisg@yahoo.com.br;R$ 15.665,00 ;18/08/2016;instalação;pend. comercial;"31/05/2016 - Devolvido OS e VTA para adequação do comercial.
24/05/2016 - Devolvido OS e VTA para adequação do comercial."
PORTO VELHO TELECOMUNICAÇÕES LTDA;ROBL000004;PORTO VELHO TELECOM;BL;0;0;;23/08/2013;Contrato;02/09/2014;desconhecido;Rádio TELEBRAS;;;;;desconhecido;Rádio TELEBRAS;;;;;;;;;R$ 0,00 ;00/00/0000;cancelado;cancelado;
