Cliente;Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
;ROAC000001;pend. implantação;05/04/2016;00/00/0000;0;0233/2016/DC/4600;16513;"07/06/2016 - Agendado atividade no POP para o dia 07/06. Agendado atividade no cliente para 08/06.
31/05/2016 - Aguardando PPI das duas pontas. Enviado CPE para instalação, previsão 03/06.
23/05/2016 - Aguardando PPI das duas pontas.
11/05/2016 - Em contratação do fornecedor de EILD.
03/05/2016 - Em contratação do fornecedor de EILD.
26/04/2016 - Em contratação do fornecedor de EILD.
19/04/2016 - Em contratação do fornecedor de EILD.
12/04/2016 - Em viabilidade para atendimento por EILD.
07/04/2016 - Enviada OS e VTA para Engenharia

05/04/2016 - OS retornada para Comercial para retificação."
Centro Oeste Telecom Ltda;DFBL000017;pend. comercial;13/02/2014;01/09/2014;0;;;
;DFBL000017;pend. comercial;12/08/2013;05/11/2013;0;;;
;DFBL000017;pend. implantação;12/08/2013;12/08/2013;0;;;
;DFBL000017;pend. cliente;05/11/2013;13/02/2014;0;;;
;DFBL000017;ativado;22/10/2014;22/10/2014;50;;;
;DFBL000017;cancelado;01/09/2014;22/10/2014;0;;;
CERILUZ PROVEDORES DE INTERNET LTDA;RSBL000012;pend. cliente;29/01/2016;03/05/2016;0;;;"26/04/2016 - Cliente informa que concluiu o lançamento de FO. Em agendamento de fusões e jumpers com a ELS.
19/04/2016 - Cliente informa que concluiu o lançamento de FO. Em agendamento de fusões e jumpers com a ELS.
12/04/2016 - Cliente informa que concluiu o lançamento de FO. Em agendamento de fusões e jumpers com a ELS.
05/04/2016 - Aguardando cliente implantar rede óptica até a caixa de EO Eletrosul em Ijuí-RS, cliente informou previsão para março/2016 - Após confirmação do cliente, iremos agendar abordagem com Eletrosul.
29/03/2016 - Aguardando cliente implantar rede óptica até a caixa de EO Eletrosul em Ijuí-RS, cliente informou previsão para março/2016 - Após confirmação do cliente, iremos agendar abordagem com Eletrosul.
21/03/2016 - Aguardando cliente implantar rede óptica até a caixa de EO Eletrosul em Ijuí-RS, cliente informou previsão para março/2016 - Após confirmação do cliente, iremos agendar abordagem com Eletrosul.
15/03/2016 - Aguardando cliente implantar rede óptica até a caixa de EO Eletrosul em Ijuí-RS, cliente informou previsão para março/2016 - Após confirmação do cliente, iremos agendar abordagem com Eletrosul.
07/03/2016 - Aguardando cliente implantar rede óptica até a caixa de EO Eletrosul em Ijuí-RS, cliente informou previsão para março/2016 - Após confirmação do cliente, iremos agendar abordagem com Eletrosul.
16/02/2016 - Aguardando cliente implantar rede óptica até a caixa de EO Eletrosul em Ijuí-RS, cliente informou previsão para março/2016.
29/01/2016 -  Aguardando cliente implantar rede óptica até a caixa de EO Eletrosul em Ijuí-RS, cliente informou previsão para março/2016."
;RSBL000012;pend. implantação;03/05/2016;25/05/2016;0;;;"25/05/2016 - Handover para operação.
11/05/2016 - Em agendamento de fusões e jumpers com a ELS desde 08/04.
03/05/2016 - Em agendamento de fusões e jumpers com a ELS desde 08/04.."
;RSBL000012;pend. implantação;28/01/2016;29/01/2016;0;0048/2016/DC/4600;14546;28/01 - Enviadas OS e VTA para Engenharia
;RSBL000012;agendado;25/05/2016;31/05/2016;0;0048/2016/DC/4600;14546;"31/05/2016 - Concluída a ativação.
25/05/2016 - Em ativação."
;RSBL000012;ativado;31/05/2016;31/05/2016;100;0048/2016/DC/4600;14546;31/0/2016 - Cliente ativado. Aguardando validação dos testes.
CIA DE PROCES. DE DADOS MUNICÍPIO DE PORTO ALEGRE;DFL2000040;pend. implantação;24/03/2016;11/04/2016;0;0217/2016/DC/4600;16116;"04/04/2016 - Responsável pelo centro de processamento da caixa solicitou que o responsável da PROCENPA
30/03/2016 - Em solicitação de ID e PEP
24/03/2016 - Encaminhada OS e VTA para Engenharia."
;DFL2000040;pend. cliente;11/04/2016;14/04/2016;0;;;"14/04/2016 - Recebido pedido de Cancelamento de Ativação do circuito

11/04/2016 - Ccto será cancelado, aguardando OS de 
cancelamento do comercial."
;DFL2000040;cancelado;14/04/2016;14/04/2016;0;;;14/04/2016 - Recebido pedido de Cancelamento de Ativação do circuito
CILNET COMUNICAÇÃO E INFORMATICA LTDA;SPP2000001;pend. cliente;12/04/2016;00/00/0000;0;;;"23/05/2016 - Aguardando PROA cliente. Realizado jumper na ALOG.
11/05/2016 Aguardando PROA cliente. Agendado jumper na ALOG para 17/05.
03/05/2016 - Aguardando PROA cliente - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
26/04/2016 - Aguardando PROA cliente - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
19/04/2016 - Aguardando PROA cliente - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
12/04/2016 - Aguardando PROA cliente - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016."
;SPP2000001;pend. implantação;02/02/2016;05/02/2016;0;0097/2016/DC/4600;14780;05/02 - Encaminhada OS e VTA para Engenharia
;SPP2000001;pend. cliente;05/02/2016;11/04/2016;0;;;"05/04/2016 - Aguardando PROA cliente
29/03/2016 - Aguardando PROA cliente
21/03/2016 - Aguardando PROA cliente
15/03/2016 - Aguardando PROA cliente
07/03/2016 - Aguardando PROA cliente
16/02/2016 - Aguardando PROA cliente
05/02/2016 - Aguardando PROA cliente.
"
;SPP2000001;mudança de configuração;11/04/2016;11/04/2016;0;0097/2016/DC/4600;14780;"11/04/2016 - Recebido a correção de designação 
De: SPL2000002 
Para: SPP2000001"
;SPP2000001;cancelado;24/05/2016;30/05/2016;0;0418/2016/DC/4600;14780;30/05/2016 - Pedido de cancelamento de circuito do cliente
CITEX - CENTRO INTEGRADO DE TELEMÁTICA DO EXÉRCITO;AML2000001;pend. implantação;17/04/2015;22/04/2015;0;01647/2015/DC/4600;7860;"22/04 - Comercial definindo com o Exército a contratação ou não do circuito e a forma de entrega
17/04 - Encaminhada a OS para a Engenharia"
;AML2000001;pend. comercial;22/04/2015;28/05/2015;0;;7860;"12/05 - Marcelo Passos comentou (informal) que o circuito será cancelado
06/05 - Marcelo Passos, ficou de alinhar junto ao Ministério da Defesa.
22/04 - Comercial definindo com o Exército a contratação ou não do circuito e a forma de entrega"
;AML2000001;cancelado;28/05/2015;28/05/2015;0;01711/2015/DC/4600;7860;28/05 - Recebido OS de cancelamento. Enviado para Engenharia de Acesso informando cancelamento do circuito
;DFAC000003;em ativação;00/00/0000;02/07/2012;0;;;
;DFAC000003;upgrade;11/06/2015;11/06/2015;200;01726/4500/2015;8904;11/06 - Alteração de banda executada e informado ao comercial.
;DFAC000003;upgrade;18/07/2012;14/07/2014;250;01150/2014/DC/4600;; 
;DFAC000003;ativado;02/07/2012;18/07/2012;100;072 /2012/DC/4600;; 
;DFAC000003;downgrade;14/07/2014;22/07/2014;100;;;Ofício nº 9 - SRD-DO-CITEX
;DFAC000015;pend. implantação;09/07/2013;09/07/2013;0;;;
;DFAC000015;em ativação;09/07/2013;15/07/2013;0;;;
;DFAC000015;ativado;15/07/2013;18/07/2013;30;0504/2013/4400/4600;;
;DFAC000016;pend. implantação;09/07/2013;09/07/2013;0;;;
;DFAC000016;ativado;09/07/2013;20/08/2013;30;0505/2013/4400/4600;;Ativado com teste com o cliente no dia 21/08 . Dia 20/08 foram instalados e testados todos os equipamentos.
;DFL2000030;pend. implantação;30/04/2015;07/05/2015;0;01649/2015/DC/4600;;"30/04 - Encaminhado OS e VT para engenharia de Backbone.  Trata-se de circuito temporário a ser configurado em equipamentos já existentes. Segundo Mariane do comercial, Emerson Baungarten ciente.

Devolvido OS e VTA para o Comercial questionando o CNPJ do CITEX que está igual ao da SKY"
;DFL2000030;em ativação;07/05/2015;08/05/2015;0;;8206;Realizado handover para ativação em 07/04.
;DFL2000030;em teste;08/05/2015;12/05/2015;0;;8206;"15/05 - circuito considerado ativado e entregue devido a não resposta do cliente. Autorizado pelo Primo
08/05 - Circuito configurado, por se tratar de ponto-a-ponto L2 foi entregue para o cliente testar e dado prazo até 12/05"
;DFL2000030;ativado;12/05/2015;12/05/2015;100;01649/2015/DC/4600;8206;"15/05 - Circuito ativado, porém sem retorno do cliente referente aos testes realizados.
- enviado email para Pós-vendas e comercial encaminhando kit boas vindas"
;DFL2000030;desativado;30/10/2015;30/10/2015;0;01958/2015/DC/4600;12398;03/11 - Recebido Os de Desativação.  Solicitado ao NoC desativação do circuito
;RJAC000013;pend. implantação;06/05/2016;00/00/0000;0;;;"30/05/2016 - Em viabilidade para atendimento por EILD.
24/05/16 - Enviado OS e VT para GERA 
06/05/16 - Recebido Os e VT"
CITYDATA TELECOMUNICAÇÕES LTDA - ME;RSL2000011;pend. comercial;01/03/2016;00/00/0000;0;;;"30/05/2016 - Aguardando revisão de OS pelo Comercial
24/05/2016 - Aguardando revisão de OS pelo Comercial
11/05/2016 - Aguardando revisão de OS pelo Comercial
03/05/2016 - Aguardando revisão de OS pelo Comercial
26/04/16 - Aguardando revisão de OS pelo Comercial
19/04/16 - Aguardando revisão de OS pelo Comercial
12/04/16 - Aguardando revisão de OS pelo Comercial
22/03/16 - Aguardando revisão de OS pelo Comercial
01/03/2016 - Devolvido OS para o comercial que está em revisão da negociação do acesso com o cliente - GERA aguarda revisão da OS para seguir com atendimento ao cliente. Não foi definido se a entrega do circuito será no PoP ou ETr"
;RSL2000011;pend. implantação;04/01/2016;01/03/2016;0;0002/2016/DC/4600;13764;"01/03 - Devolvido OS para o comercial que está em revisão da negociação do acesso com o cliente - GERA aguarda revisão da OS para seguir com atendimento ao cliente.
05/01 - Encaminhada OS e VTA para Engenharia."
CLICK NET BRASIL INFORMÁTICA E TELECOMUNICAÇÕES;DFBL000004;ativado;00/00/0000;06/12/2011;25;002/2011/DC/4600;; OS - 00025/2011/DC/4600
;DFBL000004;cancelado;20/11/2012;11/11/2014;0;OS - 01383/2014/DC/4600;;OS - 01383/2014/DC/4600
;DFBL000004;desativado;11/11/2014;11/11/2014;0;01383/2014/DC/4600;;OS de desativação recebida. Circuito desativado
;DFBL000004;upgrade;22/12/2011;20/11/2012;100;;;
;DFBL000004;upgrade;06/12/2011;22/12/2011;50;;;
;TOBL000024;desbloqueado;28/08/2015;00/00/0000;50;;10852;
;TOBL000024;em ativação;01/04/2015;02/04/2015;0;;;"02/04 - Cliente Ativado
01/04 - Em ativação"
;TOBL000024;ativado;02/04/2015;02/04/2015;150;01579/2015/DC/4600;;02/04 - Cliente ativado
;TOBL000024;bloqueado;04/02/2016;04/02/2016;0;;14757;04/02/2016 - Solicitado o bloqueio a pedido da área de arrecadação.
;TOBL000024;downgrade;07/07/2015;07/07/2015;100;01768/2015/DC/4600;9649;
;TOBL000024;upgrade;07/07/2015;08/07/2015;50;01768/2015/DC/4600;9679;
;TOBL000024;bloqueado;10/08/2015;10/08/2015;0;;10380;10/08 - Cliente bloqueado a pedido da área de arrecadação.
;TOBL000024;desbloqueado;12/02/2016;12/02/2016;50;;14892;12/02/2016 - Cliente desbloqueado a pedido da área de arrecadação.
;TOBL000024;desbloqueado;14/08/2015;14/08/2015;50;;10502;14/08 - Cliente desbloqueado a pedido da área de arrecadação.
;TOBL000024;bloqueado;16/04/2015;17/04/2015;0;;7832;16/04 - Cliente bloqueado a pedido da área Comercial da Telebras
;TOBL000024;desbloqueado;17/04/2015;17/04/2015;0;;7871;17/04 - Cliente desbloqueado a pedido da área Comercial da Telebras
;TOBL000024;pend. implantação;12/03/2015;18/03/2015;0;01579/2015/DC/4600;7049;"18/03 - Encaminhado para Gestão de Contratos planilha PROA para preenchimento do cliente
12/03 - Encaminhado OS e VT para Engenharia de Backhall
Solicitado ao NOC liberação dos IP´s do AS do cliente"
;TOBL000024;pend. cliente;18/03/2015;20/03/2015;0;;;"20/03 - Recebido PROA cliente e NR-35
18/03 - Aguardando PROA Cliente e NR-35"
;TOBL000024;pend. implantação;20/03/2015;25/03/2015;0;;;"25/03 - Aprovado projeto do cliente
20/03 - Em análise do projeto do cliente"
;TOBL000024;bloqueado;27/08/2015;28/08/2015;0;;10833;28/08 - Cliente bloqueado a pedido da área de arrecadação.
;TOBL000024;pend. cliente;26/03/2015;30/03/2015;0;;;"30/03 - Instalado rádio cliente
26/03 - Aguardando cliente instalar equipamento na estação Telebras, agendado para 30/03"
;TOBL000028;desbloqueado;28/08/2015;00/00/0000;150;;10851;
;TOBL000028;upgrade;31/01/2014;02/05/2014;100;01003/2014/DC/4600;;
;TOBL000028;bloqueado;04/02/2016;04/02/2016;0;;14758;04/02/2016 - Solicitado o bloqueio a pedido da área de arrecadação.
;TOBL000028;upgrade;02/05/2014;08/05/2014;150;01008/2014/DC/4600;;
;TOBL000028;bloqueado;10/08/2015;10/08/2015;0;;10382;10/08 - Cliente bloqueado a pedido da área de arrecadação.
;TOBL000028;desbloqueado;14/08/2015;14/08/2015;150;;10503;14/08 - Cliente desbloqueado a pedido da área de arrecadação.
;TOBL000028;trânsito;28/10/2015;19/11/2015;150;01944/2015/DC/4600;12307;
;TOBL000028;pend. implantação;20/01/2014;20/01/2014;0;;;
;TOBL000028;bloqueado;27/08/2015;28/08/2015;0;;10835;28/08 - Cliente bloqueado a pedido da área de arrecadação.
;TOBL000028;ativado;20/01/2014;31/01/2014;60;0848/2013/DC/4600;;
;TOBL000028;downgrade;30/05/2016;31/05/2016;50;0440/2016/DC/4600;18962;30/05/2016 - Pedido de redução de banda de 150 Mbps para 50 Mbps
Clinic Informática Ltda;GOBL000007;desbloqueado;23/11/2012;06/12/2012;6;;;
;GOBL000007;ativado;00/00/0000;15/06/2012;16;;;
;GOBL000007;downgrade;15/06/2012;19/10/2012;6;;;
;GOBL000007;bloqueado;19/10/2012;23/11/2012;0;;;
;GOBL000007;cancelado;06/12/2012;24/10/2013;0;;;
;GOBL000007;desativado;23/10/2013;24/10/2013;0;0749/2013/DC/4600;;OS de desativação recebida. Circuito desativado
COLINA SERVIÇOS DE TELECOMUNICAÇÕES;DFBL000014;em ativação;15/04/2013;07/06/2013;0;;;
;DFBL000014;pend. implantação;07/06/2013;10/06/2013;0;;;
;DFBL000014;em ativação;10/06/2013;13/06/2013;0;;;
;DFBL000014;bloqueado;14/08/2015;14/08/2015;0;;10504;14/08 - Cliente bloqueado a pedido da área de arrecadação.
;DFBL000014;pend. implantação;15/04/2013;15/04/2013;0;;;
;DFBL000014;ativado;13/06/2013;21/06/2013;20;0202/2013/DC/4600;;
COLOG - COMANDO LOGÍSTICO DO EXÉRCITO;DFAC000018;mudança de configuração;24/03/2016;00/00/0000;200;0182/2016/dc/4600;16106;24/03/2016 - Mudança de POP
;DFAC000018;ativado;26/12/2013;12/02/2014;200;0824/2013/4400/4600;;
;DFAC000018;pend. implantação;26/12/2013;26/12/2013;0;;;
;DFAC000019;mudança de configuração;24/03/2016;00/00/0000;100;0180/2016/DC/4600;16107;24/03/2016 - Mudança de POP
;DFAC000019;ativado;26/12/2013;12/02/2014;100;0825/2013/4400/4600;;
;DFAC000019;pend. implantação;26/12/2013;26/12/2013;0;;;
;DFAC000020;mudança de configuração;24/03/2016;00/00/0000;100;0181/2016/DC/4600;16109;24/03/2016 - Mudança de POP
;DFAC000020;ativado;26/12/2013;12/02/2014;100;0826/2013/4400/4600;;
;DFAC000020;pend. implantação;26/12/2013;26/12/2013;0;;;
COMAER - COMANDO DA AERONAUTICA;AML3000001;em ativação;27/05/2016;00/00/0000;0;0408/2016/DC/4600;18859;"07/06/16 - Circuito configurado. Aguardando configuração do RTCE.
06/09/16 - Circuito em configuração de backbone
27/05/2016 - Handover realizado para equipe de operações dia 27/05."
;AML3000001;agendado;21/01/2016;02/03/2016;0;01513/2015/DC/4600;6111;"12/02 - A pedido do CISCEA, agendamento confirmado para 02/03/2016.  Teste será com Cindacta II - Curitiba

22/01 - Pré-teste ok. Estress de banda não OK
21/01 - Agendado pré-teste do circuito para 03/02 Rota entre MNS> CTA. Correção de banda em 6% ok."
;AML3000001;em ativação;12/11/2015;07/12/2015;0;;6111;"17/11 - Circuito em configuração
Paralelamente estamos aguardando PSG confirmar data dos agendamentos propostos
12/11 - Handover para Operação"
;AML3000001;em ativação;02/03/2016;08/04/2016;0;;;"08/04/16 - Cliente informou que irá fazer a marcação dos pacotes em seu equipamento.
29/03/2016 - Será enviado até 30/03 documentação de aceito do ccto. Cliente informou que está aguardando áreas internas informar VLANS e IP's para configuração da rede (Igor e Trajano, interagindo com cliente).
14/03/2016 - Aguardando relatório de teste.
10/03/2016 - Aguardando relatório de teste.
02/03/2016 - Teste realizado, ok"
;AML3000001;ativado;08/04/2016;08/04/2016;100;01513/2015/DC/4600;6111;"08/04/2016 - Circuito testado Y-2564 em 01/03/2016. 
Enviado nesta data ao pós-vendas e Comercial: 
- Documento orientativo para abertura de chamados 
- Enviado Relatório testes Y-1564
- Topologia da rede 
- Configuração do RTCE"
;AML3000001;pend. implantação;21/07/2015;12/11/2015;0;;;"09/11 -  Em elaboração do projeto lógico pela equipe de IP.
03/11 - Em elaboração do projeto lógico pela equipe de IP.
19/10 - Acesso concluído, aguardando elaboração do projeto lógico pela Eng. de Transporte.
05/10 - Em elaboração do projeto lógico para realizar handover.
28/09 - Em elaboração do projeto lógico para realizar handover para operação.
16/09 - Atividade de FO concluída.
14/09 - Atividade de FO será concluída até 16/09 e previsto conclusão com ativação do CPE até 18/09.
01/09 - Obra em andamento, conclusão até 11/09, ativação do CPE até 18/09.
25/08 - Obra iniciada em 24/08, previsto conclusão para até 11/09.
10/08 - Início das obras agendados para 24/08 (15 dias para liberação do acesso pelo CISCEA).
05/08 - Aguardando dados da equipe PSG para solicitar acesso junto ao CISCEA previsto para 05/08.
28/07 - Atraso no envio do FSV pelo fornecedor, programado início da obra para 13/08.
21/07 - Aprovado projeto pelo CISCEA em 17/07, em elaboração de FSV para solicitar acesso, necessário 15 dias para liberação do acesso, previsto início para 06/08."
;AML3000001;em ativação;21/12/2015;21/01/2016;0;01513/2015/DC/4600;6111;"21/12 - Aguardando circuito de teste de laboratório em BSA Sede para identificar e solucionar problema juntamente com Operação/Fabricante/Engenharia.  A pedido do Fabricante será envolvido a engenharia em virtude do projeto lógico.

Enviado cronograma para o cliente com as seguintes proposições de datas:

Pré-Teste: Manaus>Curitiba - 03/02/216
Ativação: Manaus>Curitiva - 24/02/2016

O teste deste circuito foi suspenso em virtude dos outros 6(seis) circuitos não terem dado certo.  O circuito apresenta perda de pacotes na interface do SWAC, após ação da Datacom, o problema passou a aparecer na interface do RTCE. Os testes Y-1564 não passa nas bandas de QoS. "
