designacao;cliente;descricao;regional;tipo_servico;banda_contratada;banda_ativada;os_ativacao;data_os;tipo_os;data_ativacao;contrato;aditivo;estacaoA;ufA;estacaoB;ufB;valor;previsao;status;ultimo_evento
MSAC000001;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT24;N/A;AC;10;0;2063/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;MTCBA0PP001;MS;;;0.00;2016-01-01;instalação;pend. implantação
MTAC000005;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT23;N/A;AC;10;0;2064/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;MTCBA0PP001;MT;;;0.00;2016-02-18;instalação;agendado
PAAC000007;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT08;N/A;AC;10;0;2079/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;;PA;;;0.00;2016-02-18;instalação;em ativação
PBAC000001;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT13;N/A;AC;10;10;2074/2015/DC/4600;2015-12-23;Contrato;2016-05-11;;;PBJPA0PP001;PB;PBJPA0TC005;PB;0.00;2016-02-18;operação;ativado
PEAC000005;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT06;N/A;AC;10;0;2081/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;PERCE0PM006;PE;;;0.00;2016-02-18;instalação;agendado
PIAC000005;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT22;N/A;AC;10;10;2065/2015/DC/4600;2015-12-23;Contrato;2016-05-13;;;PITSA0PP001;PI;PITSA0TC006;PI;0.00;2016-02-18;operação;ativado
PRAC000005;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT09;N/A;AC;20;0;2078/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;;PR;;;0.00;2016-02-18;cancelado;cancelado
RJAC000010;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT01;N/A;AC;20;0;2086/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;;RJ;;;0.00;2016-01-01;instalação;pend. implantação
RNAC000006;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT21;N/A;AC;10;10;2066/2015/DC/4600;2015-12-23;Contrato;2016-05-12;;;RNNTL0PP001;RN;;;0.00;2016-02-18;operação;ativado
ROAC000003;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT14;N/A;AC;10;10;2073/2015/DC/4600;2015-12-23;Contrato;2016-05-16;;;ROPVO0PM002;RO;ROPVO0TC013;RO;0.00;2016-02-18;operação;ativado
RSAC000011;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT04;N/A;AC;20;0;2083/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;RSPAE0PM002;RS;;;0.00;2016-02-18;instalação;agendado
SCAC000001;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT12;N/A;AC;20;0;2075/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;;SC;;;0.00;2016-02-18;instalação;pend. implantação
SEAC000001;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT20;N/A;AC;10;0;2067/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;BASDR0PP002;SE;;;0.00;2016-02-18;instalação;agendado
SPAC000007;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT15;N/A;AC;20;0;2072/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;;SP;;;0.00;2016-02-18;instalação;pend. implantação
SPAC000008;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT02;N/A;AC;20;0;2085/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;;SP;;;0.00;2016-02-18;instalação;pend. implantação
BABL000004;MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA - EPP;MMA INFORMATICA;;BL;3000;3000;0013/2016/4600;2016-01-06;Contrato;2016-04-14;;;BAGMG0PP001;BA;BAGMG0PC005;BA;48000.00;2016-03-08;operação;upgrade
BAL2000020;MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA - EPP;MMA INFORMATICA - GOVERNADOR MANGABEIRA-BARUERI;;L2;4000;0;0012/2016/DC/4600;2016-01-06;Contrato;2016-01-01;;;BAGMG0PP001;BA;SPBRE0PM002;SP;44000.00;2016-04-11;instalação;pend. implantação
DFAC000006;MPOG  MINISTÉRIO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO;SLTI-MPOG;;AC;120;55;77 /2012/DC/4600;2012-08-29;Contrato;2012-09-20;;;DFBSA0PM007;DF;DFBSA0PM007;DF;14799.23;2016-01-01;operação;downgrade
DFCI000002;MPOG  MINISTÉRIO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO;MPOG - SERPRO SEDE-SERPRO REGIONAL;;CI;0;0;0964/2014/DC/4600;2014-04-07;Contrato;2014-04-01;;;;DF;;;0.00;2016-01-01;operação;ativado
DFCI000004;MPOG  MINISTÉRIO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO;MPOG - GRANJA DO TORTO-SAAN 1;;CI;0;0;01234/2014/DC/4600;2014-07-29;Contrato;2014-08-03;;;;DF;;;0.00;2016-01-01;operação;ativado
DFCI000005;MPOG  MINISTÉRIO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO;MPOG - GRANJA DO TORTO-SAAN 2;;CI;0;0;01242/2014/DC/4600;2014-07-31;Contrato;2014-08-03;;;;DF;;;0.00;2016-01-01;operação;ativado
PIBL000005;MULTLINK INFORMÁTICA E TEL. LTDA;MULTLINK TELECOM;N/A;BL;1000;1000;0161/2016/DC/4600;2016-05-10;Contrato;2016-05-30;;;PITSA0PP001;PI;;;50000.00;2016-06-01;operação;trânsito
MABL000020;N V SOUSA - ME;N V SOUSA;N/A;BL;200;200;01759/2015/DC/4600;2015-07-02;Contrato;2015-08-18;;;MABDC0PP001;MA;;;15543.00;2015-08-05;operação;upgrade
RSP2000001;NAJA TELECOMUNICAÇÕES LTDA-ME;NAJA TELECOMUNICAÇÕES - CAXIAS DO SUL-BARUERI;;P2;1000;0;0157/2016/DC/4600;2016-03-02;Contrato;2016-01-01;;;RSCSL0TR001;RS;SPBRE0PM002;SP;14800.00;2016-03-29;instalação;pend. cliente
MABL000027;NEOLOG TECNOLOGIA LTDA.;NEOLOG TECNOLOGIA;;BL;600;600;01492/2014/DC/4600;2015-01-19;Contrato;2015-02-10;;;MAGJU0PP001;MA;;;37794.00;2016-01-01;operação;upgrade
SPBL000005;NET BARRETOS TECNOLOGIA - ME;NET BARRETOS;;BL;200;0;0186/2012/DC/4600;2012-12-13;Contrato;2013-08-12;;;SPBRS0TR001;SP;SPBRS0TR001;SP;20916.00;2016-01-01;desativado;desativado
DFBL000008;NET BRASILIA COMUNICAÇÃO E MULTIMIDIA LT;VS LINK GUARÁ;;BL;0;0;;2016-01-01;Contrato;2012-07-16;;;DFBSA0PP001;DF;DFBSA0PP001;DF;0.00;2016-01-01;desativado;desativado
TOBL000031;Net Store Tecnologia;NET STORE;;BL;10;0;0997/2014/DC/4600;2014-05-05;Contrato;2016-01-01;;;;TO;;;2300.00;2016-01-01;cancelado;cancelado
PABL000015;NET SUL INFORMATICA E SERVICOS DE PROVEDOR LTDA - ME;NET SUL INFORMATICA;;BL;300;300;01571/2015/DC/4740;2015-03-09;Contrato;2015-03-27;;;PAJUN0PP002;PA;PAJUN0PC002;PA;23400.00;2016-01-01;operação;upgrade
GOBL000010;NET-BLADE COMUNICAÇÕES LTDA - ME;NET BLADE;Brasília;BL;150;150;046/2012/DC/4600;2012-03-27;Contrato;2012-06-21;4500/0030/2013;4;GOIUB0TR001;GO;GOIUB0TR005;GO;14046.00;2016-01-01;operação;downgrade
DFBL000011;Neuber Modesto Fontoura;NEUBER GAMA;;BL;0;0;;2013-03-28;Contrato;2016-01-01;;;;DF;;;0.00;2016-01-01;cancelado;cancelado
GOBL000020;Neuber Modesto Fontoura;NEUBER ANÁPOLIS;;BL;0;0;;2013-02-26;Contrato;2016-01-01;;;GOANS0TR003;GO;GOANS0TR003;GO;0.00;2016-01-01;cancelado;cancelado
RSBL000004;NEXUS INFORMATICA;NEXUS INFORMATICA SERV. INTERNET;N/A;BL;400;0;0758/2013/DC/4600;2013-10-30;Contrato;2013-11-26;;;RSSIV0PP001;RS;RSSIV0PP001;RS;0.00;2016-01-01;desativado;desativado
RSP2ES0006;NEXUS INFORMATICA;NEXUS -  SANTANA DO LIVRAMENTO;N/A;P2;500;500;0444/2016/DC/4600;2016-06-01;Contrato;2016-04-01;4770/014/2016;;RSSIV0CX009;RS;RSPAE0PM003;RS;9000.00;2016-06-01;operação;ativado
RSP2ES0007;NEXUS INFORMATICA;NEXUS - SANTO ANGELO;N/A;P2;500;500;0445/2016/DC/4600;2016-06-01;Contrato;2016-04-01;4770/014/2016;;RSSAN0PP001;RS;RSPAE0PM003;RS;9000.00;2016-06-01;operação;ativado
MGBL000006;Nippy Net Informática Ltda;NIPPY NET;;BL;0;0;0132/2012/DC/4600;2016-01-01;Contrato;2012-11-30;;;MGSJBATR001;MG;MGSJBATR001;MG;0.00;2016-01-01;desativado;desativado
GOBL000005;NIQTURBO PIMENTEL E MOREIRA LTDA - ME;NIQTURBO;Brasília;BL;650;650;004/2011/DC/4600;2012-02-06;Contrato;2012-02-06;4730/011/2014;6;GONQA0PP001;GO;GONQA0PP001;GO;45500.00;2016-01-01;operação;trânsito
SPBL000003;NOROESTECOM TELECOMUNICAÇÕES LTDA;NOROESTECOM;;BL;400;0;;2013-02-01;Contrato;2013-05-13;;;SPBRU0PP001;SP;SPBRU0PP001;SP;0.00;2016-01-01;desativado;desativado
SPBL000012;NOROESTECOM TELECOMUNICAÇÕES LTDA;NOROESTECOM;;BL;2000;2000;2038/2015/DC/4600;2015-12-10;Contrato;2016-01-21;;;SPBRU0PP001;SP;;;50000.00;2016-01-08;operação;trânsito
TOBL000004;NORTELPA ENGENHARIA S/A;NORTELPA;;BL;0;0;;2012-09-29;Contrato;2012-06-01;;;;TO;;;0.00;2016-01-01;cancelado;cancelado
RJAC000003;ODEBRECHT;ODEBRECHT;;AC;50;0;0513/2013/DC/4400/4600;2013-07-16;Contrato;2013-07-19;;;RJDQX0PP001;RJ;RJRJO0PM004;RJ;0.00;2016-01-01;desativado;desativado
RSBL000015;OLIVEIRA & DECORATO LTDA ME;OLIVEIRA & DECORATO;;BL;150;0;0249/2016/DC/4600;2016-04-06;Contrato;2016-01-01;;;RSSIV0PM024;RS;;;6900.00;2016-05-21;instalação;pend. implantação
GOBL000004;Omini Telecomunicações Ltda.;OMNI;;BL;0;0;;2016-01-01;Contrato;2011-10-17;;;GOMIH0PP002;GO;GOMIH0PP002;GO;0.00;2016-01-01;desativado;desativado
TOBL000008;ONDA G NETWORK TELECOMUNICAÇÕES LTDA;ONDA G;;BL;100;0;016/2011/DC/4600;2012-10-16;Contrato;2012-12-27;;;TOPIT0PP001;TO;TOPIT0TR001;TO;4549.92;2016-01-01;bloqueado;bloqueado
ALBL000001;OOPS TELECOM LTDA - ME;OOPS TELECOM;Salvador;BL;6000;1000;02059/2015/DC/4600;2016-05-27;Contrato;2016-07-01;4720/004/2015;;ALICY0PP001;AL;;;24000.00;2016-01-01;operação;ativado
ALP2000001;OOPS TELECOM LTDA - ME;OOPS TELECOM - IGACI-BARUERI;Salvador;P2;4000;0;02057/2015/DC/4600;2015-12-22;Contrato;2016-01-01;;;ALICY0PP001;AL;SPBRE0PM002;SP;44000.00;2016-04-11;instalação;pend. implantação
RSL2000017;OSIRNET INFO TELECOM LTDA-ME;OSIRNET;Porto Alegre;L2;1500;0;0367/2016/DC/4600;2016-05-06;Contrato;2016-01-01;;;;RS;RSPAE0PM003;RS;18000.00;2016-06-20;instalação;pend. implantação
SCBL000004;P4 TELECOM LTDA - EPP;P4 TELECOM LTDA;Porto Alegre;BL;1000;0;0553/06/20016/4600;2016-06-21;Contrato;2016-01-01;4770/032/2016;;SCXXE0PP001;SC;;;20000.00;2016-08-21;instalação;pend. implantação
RSBL000006;PAIM & ASSOCIADOS COMUNICAÇÃO LTDA;PAIM COMUNICAÇÃO;;BL;5;5;01990/2015/DC/4600;2015-11-20;Contrato;2015-11-27;;;RSPAE0PM001;RS;;;644.20;2015-12-24;operação;ativado
BABL000001;PAIVA SANTANA TELECOM COMUNICACOES LTDA - ME;PAIVA SANTANA;;BL;100;0;01507/2015/DC/4600;2015-01-29;Contrato;2015-03-04;;;BAPGU0TR002;BA;;;10961.00;2016-01-01;desativado;desativado
MABL000011;PAULO DE TARSO DE CARVALHO BAYMA FILHO;PAULO DE TARSO;;BL;400;0;068/2012/DC/4600;2013-05-31;Contrato;2014-08-29;;;MASLS0PP001;MA;MASLS0PP001;MA;26000.00;2016-01-01;desativado;desativado
MAL2000007;PAULO DE TARSO DE CARVALHO BAYMA FILHO;PAULO DE TARSO - SÃO LUÍS-PORTO FRANCO;;L2;50;0;01968/2015/DC/4600;2015-11-12;Contrato;2016-01-01;;;MASLS0PP001;MA;MAPFN0PP001;MA;2128.00;2015-12-04;instalação;pend. cliente
MAL2000008;PAULO DE TARSO DE CARVALHO BAYMA FILHO;PAULO DE TARSO - SÃO LUÍS-GRAJAÚ;;L2;50;0;01969/2015/Dc/4600;2015-11-12;Contrato;2016-01-01;;;MASLS0PP001;MA;MAGJU0PP001;MA;2128.00;2015-12-04;instalação;pend. implantação
MAL2000009;PAULO DE TARSO DE CARVALHO BAYMA FILHO;PAULO DE TARSO - SÃO LUÍS-IMPERATRIZ;;L2;900;900;01967/2015/DC/4600;2015-11-12;Contrato;2015-12-08;;;MASLS0PP001;MA;MAITZ0TR001;MA;17840.00;2015-12-04;operação;upgrade
MAL2000011;PAULO DE TARSO DE CARVALHO BAYMA FILHO;PAULO DE TARSO - SAO LUIS-MIRANDA DO NORTE;;L2;100;100;0052/2016/DC/4600;2016-01-20;Contrato;2016-01-27;;;MASLS0PP001;MA;;;3684.00;2016-02-10;operação;ativado
SPL2000016;PAULO DE TARSO DE CARVALHO BAYMA FILHO;PAULO DE TARSO - BARUERI-SÃO LUÍS;;L2;1000;1000;01924/2015/DC/4600;2015-10-05;Contrato;2015-11-19;;;SPBRE0PM002;SP;MASLS0PP001;MA;32260.00;2015-10-30;operação;ativado
MABL000025;PC SILVA HOUSE NET;PC SILVA HOUSE NET;;BL;400;400;01226/2014/DC/4600;2014-07-25;Contrato;2014-09-11;;;MAPFN0PP001;MA;MAPFN0PP001;MA;34000.00;2016-01-01;operação;desbloqueado
AMTX000005;PETRÓLEO BRASILEIRO S.A.;PETROBRAS RJO-MNS;Rio de Janeiro;TX;155;0;0454/2016/DC/4600;2016-01-11;Contrato;2016-01-01;;;;AM;;;14485.45;2016-04-08;instalação;agendado
RJTX000053;PETRÓLEO BRASILEIRO S.A.;PETROBRAS - PoC_RJO-MNS;Rio de Janeiro;TX;1000;0;01920/2015/DC/4600;2015-10-01;Contrato;2016-01-01;;;RJRJO0PM012;RJ;AMMNS0PP002;AM;0.00;2015-10-08;desativado;desativado
PABL000023;PHASE - PROJETOS, SERVIÇOS DE ENGENHARIA E TELECOMUNICAÇÕES LTDA;PHASE ENGENHARIA;;BL;1000;1000;2031/2015/DC/4600;2016-01-29;Contrato;2016-02-29;;;PABLM0PM002;PA;PABLM0PM002;PA;91090.00;2016-02-22;operação;ativado
PABL000026;PHASE - PROJETOS, SERVIÇOS DE ENGENHARIA E TELECOMUNICAÇÕES LTDA;PHASE ENGENHARIA;;BL;1000;0;0079/2016/DC/4600;2016-01-29;Contrato;2016-01-01;;;PABLM0PM002;PA;;;91090.00;2016-02-22;cancelado;cancelado
PABL000029;PLENITUDE E SISTEMAS LTDA - EPP;PLENITUDE E SISTEMAS;;BL;50;50;0179/2016/DC/4600;2016-03-11;Contrato;2016-05-19;;;PABLM0PM002;PA;;;4250.00;2016-04-25;operação;ativado
GOBL000013;POLICANAL SERVIÇOS DE TELECOMUNICAÇÕES L;POLICANAL;;BL;0;0;;2012-11-29;Contrato;2016-01-01;;;;GO;;;0.00;2016-01-01;cancelado;cancelado
MABL000013;PONTOINFOR COMUNICAÇÃO LTDA - ME;PONTOINFOR;;BL;100;0;0515/2013/DC/4600;2013-08-12;Contrato;2014-04-08;;;MAITZ0PP001;MA;MAITZ0PP001;MA;7753.20;2016-01-01;bloqueado;bloqueado
PEBL000001;PONTUAL - NET SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;PONTUAL - NET;;BL;500;0;0332/2016/DC/4600;2016-05-18;Contrato;2016-01-01;;;PERCE0PP001;PE;;;15665.00;2016-08-18;instalação;pend. implantação
ROBL000004;PORTO VELHO TELECOMUNICAÇÕES LTDA;PORTO VELHO TELECOM;;BL;0;0;;2013-08-23;Contrato;2014-09-02;;;;RO;;;0.00;2016-01-01;cancelado;cancelado
SPBL000010;PREFEITURA  BARRETOS;PREFEITURA DE BARRETOS;;BL;6;6;0760/2013/DC/4600;2013-10-31;Contrato;2014-07-10;;;SPBRS0TR001;SP;SPBRS0TC004;SP;1380.00;2016-01-01;operação;ativado
GOBL000029;PREFEITURA  MUNICIPAL DE CIDADE  OCIDENTAL;PREF. MUN. CIDADE  OCIDENTAL;Brasília;BL;22;22;0812/2013/DC/4600;2014-01-30;Contrato;2014-02-24;4500-052/2013;;GOCDOLTR001;GO;GOCDOLTC002;GO;5060.00;2016-01-01;operação;ativado
TOBL000025;PREFEITURA  MUNICIPAL DE COLINAS DO TOCANTINS;PREFEITURA DE COLINAS;Brasília;BL;6;6;0791/2013/DC/4600;2014-02-06;Contrato;2015-01-30;4500-058/2013;;TOCGO0TR001;TO;TOCGO0TC004;TO;1399.98;2016-01-01;operação;ativado
RJCI000006;PREFEITURA DA CIDADE DO RIO DE JANEIRO;PCRJ - CORREIOS-TREVO DAS MISSÕES;Governo;CI;0;0;01316/2014/DC/4600;2014-09-29;Contrato;2014-12-05;;;RJRJO0PM012;RJ;;;0.00;2016-01-01;operação;ativado
RJCI000007;PREFEITURA DA CIDADE DO RIO DE JANEIRO;PCRJ - POP CORREIOS-CAIXA_EORJO00050;Governo;CI;0;0;01317/2014/DC/4600;2014-11-04;Contrato;2014-11-05;;;RJRJO0PM012;RJ;RJRJO0PM012;RJ;0.00;2016-01-01;operação;mudança de endereço
RJCI000008;PREFEITURA DA CIDADE DO RIO DE JANEIRO;PCRJ - POP CORREIOS-CAIXA_EORJO00050;Governo;CI;0;0;01376/2014/DC/4600;2014-09-29;Contrato;2014-11-05;Convenio de Cooperaç;;RJRJO0PM012;RJ;RJRJO0PM012;RJ;0.00;2016-01-01;operação;mudança de endereço
RJCI000009;PREFEITURA DA CIDADE DO RIO DE JANEIRO;PCRJ - CAIXA_EORJO00050 - POP CORREIOS;Governo;CI;0;0;0463/2016/DC/4600;2016-06-02;Contrato;2016-01-01;Convenio de Cooperaç;;RJRJO0PM012;RJ;RJRJO0PM012;RJ;0.00;2016-06-13;instalação;pend. implantação
RJCI000010;PREFEITURA DA CIDADE DO RIO DE JANEIRO;PCRJ - CAIXA_EORJO00050 - POP CORREIOS;Governo;CI;0;0;0464/2016/DC/4600;2016-06-02;Contrato;2016-01-01;Convenio de Cooperaç;;RJRJO0PM012;RJ;RJRJO0PM012;RJ;0.00;2016-06-13;instalação;pend. implantação
RJCI000011;PREFEITURA DA CIDADE DO RIO DE JANEIRO;PCRJ - CAIXA_EORJO00050 - POP CORREIOS;Governo;CI;0;0;0465/2016/DC/4600;2016-06-02;Contrato;2016-01-01;Convenio de Cooperaç;;RJRJO0PM012;RJ;RJRJO0PM012;RJ;0.00;2016-06-13;instalação;pend. implantação
RJCI000012;PREFEITURA DA CIDADE DO RIO DE JANEIRO;PCRJ - POP CORREIOS-CAIXA_EORJO00050;Governo;CI;0;0;0466/2016/DC/4600;2016-06-02;Contrato;2016-01-01;Convenio de Cooperaç;;RJRJO0PM012;RJ;RJRJO0PM012;RJ;0.00;2016-06-13;instalação;pend. implantação
RSAC000003;PREFEITURA DE SANTA VITÓRIA DO PALMAR;PREFEITURA DE SANTA VITÓRIA DO PALMAR;;AC;20;20;01721/2015/DC/4600;2015-06-09;Contrato;2015-06-11;;;RSGTI0PP002;RS;RSGTI0PP002;RS;0.00;2016-01-01;operação;ativado
GOBL000012;PREFEITURA MUNICIPAL DE ANÁPOLIS;PREFEITURA ANÁPOLIS;Brasília;BL;64;64;113/2012/DC/4600;2012-08-03;Contrato;2013-01-22;4500-063/2013;;GOANS0TR006;GO;GOANS0TR005;GO;7045.12;2016-01-01;operação;desbloqueado
GOBL000027;PREFEITURA MUNICIPAL DE APARECIDA DE GOIÂNIA;PMAG;Brasília;BL;10;10;0759/2013/DC/4600;2013-11-28;Contrato;2014-03-31;4500-050/2013;;GOACG0TR001;GO;GOACG0TC005;GO;1928.00;2016-01-01;operação;ativado
SPBL000009;PREFEITURA MUNICIPAL DE COLOMBIA;PREFEITURA MUNICIPAL DE COLOMBIA;;BL;10;10;0753/2013/DC/4600;2013-11-06;Contrato;2014-12-12;;;MGPLU0PP001;SP;SPCLM0TC002;SP;1516.70;2016-01-01;operação;ativado
BABL000003;PREFEITURA MUNICIPAL DE LUIS EDUARDO MAGALHÃES;PREF MUNICIPAL DE LUIS EDUARDO MAGALHÃES;;BL;100;100;089/2015/DC/4600;2015-09-30;Oportunidade;2015-10-15;;;DFBSA0PP001;BA;DFBSA0PP001;DF;0.00;2015-10-19;operação;ativado
RSAC000006;PREFEITURA MUNICIPAL DE SANTANA DO LIVRAMENTO;PREFEITURA MUNICIPAL DE SANTANA DO LIVRAMENTO;;AC;100;0;01292/2014/DC/4600;2014-09-10;Contrato;2015-01-02;;;RSSIV0PM024;RS;RSSIV0PM024;RS;10000.00;2016-01-01;operação;desbloqueado
GOBL000002;PREFEITURA MUNICIPAL DO SANTO ANTÔNIO DE  POSSI;PMSAD;Brasília;BL;10;10;NÃ?O TEM OS;2016-01-01;Contrato;2011-07-18;4500-050/2011;;DFBSA0PP002;GO;GOSADDTC005;GO;1500.00;2016-01-01;operação;ativado
PABL000022;PREMIER SOLUÇÕES EIRELI;PREMIER SOLUÇÕES;;BL;100;100;2030/2015/DC/4600;2015-12-07;Contrato;2016-01-18;;;PATLA0PP002;PA;;;8000.00;2015-12-28;operação;ativado
DFAC000010;PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA - PALACIO DA ALVORADA;;AC;100;0;091/2015/DC/4600;2015-10-19;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;0.00;2015-12-19;instalação;pend. comercial
DFAC000011;PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA REPÚBLICA;;AC;500;500;212/2012/4400/4600;2013-01-31;Contrato;2013-05-09;212/2012-PR;;DFBSA0PP001;DF;DFBSA0PM043;DF;18993.60;2016-01-01;operação;upgrade
RSAC000001;PRESIDÊNCIA DA REPÚBLICA;PRESIDÊNCIA - PORTO ALEGRE;;AC;100;100;2023/2015/DC/4600;2015-10-19;Contrato;2015-12-17;;;RSPAE0PM002;RS;;;0.00;2015-12-19;operação;ativado
TOBL000046;PRIME SYSTEM INFORMATICA LTDA;PRIME SYSTEM;Brasília;BL;200;200;01899/2015/DC/4600;2015-09-21;Contrato;2015-10-17;4730/028/2015;2;TOPIT0PP001;TO;TOPIT0TR001;TO;18000.00;2016-01-01;operação;downgrade
RSCI000002;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - AEROPORTO 1;;CI;0;0;01947/2015/DC/4600;2015-11-25;Contrato;2015-11-13;;;RSPAE0PM004;RS;;;0.00;2015-11-04;operação;ativado
RSCI000004;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - AEROPORTO 2;;CI;0;0;01947/2015/DC/4600;2015-11-25;Contrato;2015-11-13;;;RSPAE0PM004;RS;;;0.00;2015-11-04;operação;ativado
RSCI000005;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - AEROPORTO 3;;CI;0;0;01948/2015/DC/4600;2015-11-25;Contrato;2015-11-13;;;RSPAE0PM004;RS;;;0.00;2015-11-04;operação;ativado
RSCI000006;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - AEROPORTO 4;;CI;0;0;01949/2015/DC/4600;2015-11-25;Contrato;2015-11-13;;;RSPAE0PM004;RS;;;0.00;2015-11-03;operação;ativado
RSCI000007;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - AEROPORTO 5;;CI;0;0;01950/2015/DC/4600;2015-11-25;Contrato;2015-11-13;;;RSPAE0PM004;RS;;;0.00;2015-11-03;operação;ativado
RSCI000009;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - AEROPORTO 6;;CI;0;0;01946/2015/DC/4600;2015-11-25;Contrato;2015-11-13;;;RSPAE0PM004;RS;;;0.00;2015-11-03;operação;ativado
RSL2000001;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - PORTO ALEGRE-PASSO FUNDO;;L2;1000;1000;01581/2015/DC/4600;2015-03-24;Contrato;2015-04-07;;;RSPAE0PM002;RS;RSPAS0PP002;RS;0.00;2016-01-01;operação;ativado
RSL2000006;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - PORTO ALEGRE-CAXIAS SUL;;L2;1000;1000;1338/2014/DC/4600;2014-10-01;Contrato;2014-10-02;;;RSPAE0PM002;RS;RSCSL0PP002;RS;0.00;2016-01-01;operação;ativado
RSL2000012;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - PORTO ALEGRE-SANTA ROSA;;L2;1000;0;0034/2016/DC/4600;2016-01-15;Contrato;2016-01-01;;;RSPAE0PM002;RS;;;0.00;2016-03-16;instalação;pend. comercial
RSL2000013;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - PORTO ALEGRE-SANTO ANGELO;;L2;1000;0;0035/2016/DC/4600;2016-01-15;Contrato;2016-01-01;;;RSPAE0PM002;RS;;;0.00;2016-03-16;instalação;pend. comercial
RSL2000018;PROCERGS - CIA PROCESSAMENTO DADOS DO ESTADO RIO GRANDE SUL;PROCERGS - PORTO ALEGRE-GRAVATAI;;L2;1000;1000;0147/2016/DC/4600;2016-05-16;Oportunidade;2016-06-07;;;RSPAE0PM002;RS;RSGTI0PP001;RS;0.00;2016-06-16;operação;ativado
AMAC000001;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - MANAUS;;AC;100;0;01723/2015/DC/4600;2015-06-10;Contrato;2015-06-26;;;AMMNS0PM007;AM;;;0.00;2016-01-01;desativado;desativado
AMAC000007;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - MANAUS;;AC;1000;1000;0136/2016/DC/4600;2016-04-04;Contrato;2016-04-27;;;;AM;AMMNS0PM007;AM;0.00;2016-04-15;operação;ativado
AMCI000001;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - MANAUS-IRANDUBA;;CI;0;0;01289/2014/DC/4600;2014-09-30;Contrato;2014-03-11;;;;AM;;;0.00;2016-01-01;operação;ativado
AMCI000002;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - IRANDUBA-MANACAPURU;;CI;0;0;01293/2014/DC/4600;2014-09-30;Contrato;2014-03-11;;;;AM;;;0.00;2016-01-01;operação;ativado
